Code;Nom;DCI;Marque;Categorie;Rayon;Prix Vente;Prix Achat;Rx;Quantite;Date de preremption;Emplacement
8999553;HAZY SPRING;;HAZY SPRING;PARAPHARMA;PARAPHARMA;205000;0;Non;0;2020-01-01;rayon
12343;HEAD AND SHOULDERS;;HEAD AND SHOULDERS;PARAPHARMA;PARAPHARMA;60000;35000;Non;0;2025-01-01;rayon
5006808;HEAD ET SHOULDER GEL;;HEAD ET SHOULDER GEL;PARAPHARMA;PARAPHARMA;70000;0;Non;0;2030-01-01;rayon
MONS002;HERBESAN ALLAITEMENT;;HERBESAN ALLAITEMENT;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2030-10-01;rayon
260034;HT26 ACTION TACHES À L;;HT26 ACTION TACHES À L;PARAPHARMA;PARAPHARMA;450000;0;Non;0;2020-02-01;rayon
001HT26;HT26 BABY GEL;;HT26 BABY GEL;PARAPHARMA;PARAPHARMA;180000;0;Non;0;2030-12-01;rayon
2610011;HT26 CREME;;HT26 CREME;PARAPHARMA;PARAPHARMA;300000;0;Non;0;2030-01-01;rayon
HT26005;HT26 CREME CONCENTRATE;;HT26 CREME CONCENTRATE;PARAPHARMA;PARAPHARMA;252000;0;Non;0;2023-04-01;rayon
6130027;HT26 CREME CONTOUR DES YEUX;;HT26 CREME CONTOUR DES YEUX;PARAPHARMA;PARAPHARMA;189800;146000;Non;0;2013-01-01;rayon
HT26504;HT26 CREME CORPS CAVIAR;;HT26 CREME CORPS CAVIAR;PARAPHARMA;PARAPHARMA;420000;0;Non;3;2030-01-01;rayon
HT260470;HT26 CREME CORPS MAXI ECLAIRCISSANTE;;HT26 CREME CORPS MAXI ECLAIRCISSANTE;PARAPHARMA;PARAPHARMA;420000;0;Non;12;2030-01-01;rayon
ht2613;HT26 CREME CORPS MULTI ECLAIRCISSATE;;HT26 CREME CORPS MULTI ECLAIRCISSATE;PARAPHARMA;PARAPHARMA;310000;0;Non;12;2030-12-01;rayon
26005;HT26 CREME INTENSIVE CONCENTREE 50 ML;;HT26 CREME INTENSIVE CONCENTREE 50 ML;PARAPHARMA;PARAPHARMA;290000;144000;Non;0;2023-01-01;rayon
261000;HT26 CREME MAINS PIEDS COUDES GENOUX;;HT26 CREME MAINS PIEDS COUDES GENOUX;PARAPHARMA;PARAPHARMA;330500;254000;Non;0;2013-01-28;rayon
HT26487;HT26 CREME OR ET ARGON;;HT26 CREME OR ET ARGON;PARAPHARMA;PARAPHARMA;420000;0;Non;6;2030-01-01;rayon
002HT26;HT26 EAU ADOUCISSANTE BÉBÉ;;HT26 EAU ADOUCISSANTE BÉBÉ;PARAPHARMA;PARAPHARMA;140000;0;Non;0;2020-12-31;rayon
HT26001;HT26 EAU DE TOILETTE FEMME;;HT26 EAU DE TOILETTE FEMME;PARAPHARMA;PARAPHARMA;265000;0;Non;0;2020-01-01;rayon
11001;HT26 EMULSION DOUCHE;;HT26 EMULSION DOUCHE;PARAPHARMA;PARAPHARMA;130000;0;Non;0;2020-12-31;rayon
HT26004;HT26 GEL DOUCHE;;HT26 GEL DOUCHE;PARAPHARMA;PARAPHARMA;135000;0;Non;0;2023-04-01;rayon
ht08;HT26 GEL METTAPANT HOMME;;HT26 GEL METTAPANT HOMME;PARAPHARMA;PARAPHARMA;276000;190000;Non;3;2030-12-01;rayon
HT26048;HT26 HUILE VERGETURIS;;HT26 HUILE VERGETURIS;PARAPHARMA;PARAPHARMA;250000;0;Non;3;2030-01-01;rayon
ht2603;HT26 LAIT ACTION TACHES;;HT26 LAIT ACTION TACHES;PARAPHARMA;PARAPHARMA;370000;260000;Non;12;2030-12-01;rayon
ht2607;HT26 LAIT CAVIAR;;HT26 LAIT CAVIAR;PARAPHARMA;PARAPHARMA;700000;500000;Non;3;2030-12-01;rayon
ht2606;HT26 LAIT CORPOREL HOMME;;HT26 LAIT CORPOREL HOMME;PARAPHARMA;PARAPHARMA;276000;15000;Non;3;2030-12-01;rayon
10142;HT26 LAIT DE TOILETTE BÉBÉ;;HT26 LAIT DE TOILETTE BÉBÉ;PARAPHARMA;PARAPHARMA;140000;0;Non;0;2020-12-31;rayon
ht2605;HT26 LAIT LAVIAR;;HT26 LAIT LAVIAR;PARAPHARMA;PARAPHARMA;0;0;Non;0;2030-12-01;rayon
ht2602;HT26 LAIT MULTI HYDRATANT;;HT26 LAIT MULTI HYDRATANT;PARAPHARMA;PARAPHARMA;272000;190000;Non;6;2030-12-01;rayon
260010;HT26 LAIT MULTI-ECLAIRCISSANT;;HT26 LAIT MULTI-ECLAIRCISSANT;PARAPHARMA;PARAPHARMA;253000;130000;Non;12;2030-12-01;rayon
ht2604;HT26 LAIT OR ET ARGAN;;HT26 LAIT OR ET ARGAN;PARAPHARMA;PARAPHARMA;700000;500000;Non;6;2030-12-01;rayon
ht2611;HT26 MASQUE GOMMANT VISAGE;;HT26 MASQUE GOMMANT VISAGE;PARAPHARMA;PARAPHARMA;200000;140000;Non;6;2030-12-01;rayon
HT260589;HT26 PAIN PURIFIANT;;HT26 PAIN PURIFIANT;PARAPHARMA;PARAPHARMA;95000;0;Non;12;2030-01-01;rayon
10806;HT26 POUDRE BB;;HT26 POUDRE BB;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2020-01-01;rayon
261161;HT26 SAVON 90;;HT26 SAVON 90;PARAPHARMA;PARAPHARMA;120000;0;Non;0;2020-12-31;rayon
HT2685202;HT26 SAVON BLANCHISSANT ANTI-TACHE;;HT26 SAVON BLANCHISSANT ANTI-TACHE;PARAPHARMA;PARAPHARMA;210000;0;Non;6;2030-01-01;rayon
ht2609;HT26 SAVON CAVIAR;;HT26 SAVON CAVIAR;PARAPHARMA;PARAPHARMA;150000;100000;Non;6;2030-12-01;rayon
HT2632690;HT26 SAVON ECLAIRCISSANT OR ET ARGON;;HT26 SAVON ECLAIRCISSANT OR ET ARGON;PARAPHARMA;PARAPHARMA;150000;0;Non;6;2030-01-01;rayon
261017;HT26 SAVON GOMMANT;;HT26 SAVON GOMMANT;PARAPHARMA;PARAPHARMA;150000;0;Non;12;2030-01-01;rayon
HT2610;HT26 SAVON HOMME;;HT26 SAVON HOMME;PARAPHARMA;PARAPHARMA;90000;64000;Non;3;2030-12-01;rayon
HT26003;HT26 SAVON MARSEIILE;;HT26 SAVON MARSEIILE;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2020-01-01;rayon
000HT26;HT26 SAVON PURIFIANT VITAMINÉ;;HT26 SAVON PURIFIANT VITAMINÉ;PARAPHARMA;PARAPHARMA;95000;0;Non;12;2030-01-01;rayon
HT26002;HT26 SAVON SURGRAS;;HT26 SAVON SURGRAS;PARAPHARMA;PARAPHARMA;45000;0;Non;0;2020-01-01;rayon
30019;HT26 SAVON SURGRAS BÉBÉ;;HT26 SAVON SURGRAS BÉBÉ;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2020-12-31;rayon
HT20001;HT26 SERUM 90 /AMP;;HT26 SERUM 90 /AMP;PARAPHARMA;PARAPHARMA;31000;23583;Non;0;2013-01-01;rayon
260027;HT26 SOIN-HYDRATANT;;HT26 SOIN-HYDRATANT;PARAPHARMA;PARAPHARMA;200000;0;Non;0;2020-02-20;rayon
ht2601;HT26LAIT MULTI ECLAIRCISSANT;;HT26LAIT MULTI ECLAIRCISSANT;PARAPHARMA;PARAPHARMA;0;0;Non;0;2030-12-01;rayon
HUGG001;HUGGIES BASIC NR 2;;HUGGIES BASIC NR 2;PARAPHARMA;PARAPHARMA;71500;55000;Non;0;2013-05-30;rayon
HUGG002;HUGGIES BASIC NR 4;;HUGGIES BASIC NR 4;PARAPHARMA;PARAPHARMA;71500;55000;Non;0;2013-05-30;rayon
6126635;HUILE DAMANDE DOUCE;;HUILE DAMANDE DOUCE;PARAPHARMA;PARAPHARMA;68000;0;Non;0;2020-10-01;rayon
ILON001;ILONA ROSE GARDEN;;ILONA ROSE GARDEN;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2023-03-01;rayon
152566;INSENSE GIVENCHY FL/100ML;;INSENSE GIVENCHY FL/100ML;PARAPHARMA;PARAPHARMA;150000;0;Non;0;2025-06-01;rayon
INST001;INSTITUTO ESPANOL GEL;;INSTITUTO ESPANOL GEL;PARAPHARMA;PARAPHARMA;80000;0;Non;0;2022-07-01;rayon
9405884;INSURRECTION DEODORANT;;INSURRECTION DEODORANT;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2020-08-01;rayon
965357;INTIMATE;;INTIMATE;PARAPHARMA;PARAPHARMA;25000;19500;Non;2;2029-08-01;rayon
5006809;JENNIFER EAU DE COLOGNE;;JENNIFER EAU DE COLOGNE;PARAPHARMA;PARAPHARMA;70000;0;Non;0;2020-01-01;rayon
JS0001;JUS FRUITS SHOOT;;JUS FRUITS SHOOT;PARAPHARMA;PARAPHARMA;120000;85500;Non;0;2026-11-01;rayon
jus0000000;JUS MULTIVITAMINE;;JUS MULTIVITAMINE;PARAPHARMA;PARAPHARMA;60000;42000;Non;0;2026-09-01;rayon
junss00001;JUS NATURNES BIO;;JUS NATURNES BIO;PARAPHARMA;PARAPHARMA;240000;171200;Non;0;2026-11-01;rayon
37997;KLORANE SHAMPOING DEMELANT;;KLORANE SHAMPOING DEMELANT;PARAPHARMA;PARAPHARMA;120000;15000;Non;0;2030-04-01;rayon
654243;KOTEX;;KOTEX;PARAPHARMA;PARAPHARMA;20000;10000;Non;7;2030-11-01;rayon
KRUG001;KRUGER VITAMINE C;;KRUGER VITAMINE C;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2019-07-01;rayon
3010957;LA ROSE POSAY B5+CREME;;LA ROSE POSAY B5+CREME;PARAPHARMA;PARAPHARMA;100000;19000;Non;0;2026-02-01;rayon
PERF005;LA TISANE DIGESTION;;LA TISANE DIGESTION;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2027-01-01;rayon
tisaniere2;LA TISANIERE BRULE GRAISSE;;LA TISANIERE BRULE GRAISSE;PARAPHARMA;PARAPHARMA;35000;25000;Non;9;2027-12-01;rayon
tisaniere1;LA TISANIERE NUIT CALME;;LA TISANIERE NUIT CALME;PARAPHARMA;PARAPHARMA;35000;25000;Non;10;2028-01-01;rayon
LABI004;LABILO STICK;;LABILO STICK;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2023-10-01;rayon
PAMP014;LAIT PALMOLIVE;;LAIT PALMOLIVE;PARAPHARMA;PARAPHARMA;40000;20000;Non;0;2025-12-01;rayon
4403488;LAVE BIBERON;;LAVE BIBERON;PARAPHARMA;PARAPHARMA;10000;0;Non;0;2030-02-01;rayon
lave000001;LAVE BIBERON 3IN1;;LAVE BIBERON 3IN1;PARAPHARMA;PARAPHARMA;30000;20500;Non;0;2035-12-01;rayon
lave000002;LAVE BIBERON PARHDOAS;;LAVE BIBERON PARHDOAS;PARAPHARMA;PARAPHARMA;30000;20500;Non;2;2035-12-01;rayon
RICH001;LAVORIS BAIN DE BOUCH;;LAVORIS BAIN DE BOUCH;PARAPHARMA;PARAPHARMA;50000;50179;Non;0;2026-12-01;rayon
ling0001;LINGETTE AIWIBI;;LINGETTE AIWIBI;PARAPHARMA;PARAPHARMA;20000;14000;Non;0;2030-12-01;rayon
LING002;LINGETTE CONFY;;LINGETTE CONFY;PARAPHARMA;PARAPHARMA;30000;12500;Non;1;2030-12-01;rayon
LING005;LINGETTE HYGIEN;;LINGETTE HYGIEN;PARAPHARMA;PARAPHARMA;35000;15000;Non;23;2027-05-01;rayon
COTO004;LINGETTE PAMPERS;;LINGETTE PAMPERS;PARAPHARMA;PARAPHARMA;35000;35000;Non;0;2030-05-01;rayon
LING004;LINGETTE TEDDY CARE;;LINGETTE TEDDY CARE;PARAPHARMA;PARAPHARMA;35000;15000;Non;0;2030-04-01;rayon
CAPI001;LIPTON BIO YELLO LABEL;;LIPTON BIO YELLO LABEL;PARAPHARMA;PARAPHARMA;50000;1000;Non;0;2030-03-01;rayon
lipton0003;LIPTON MENTHE INTENCE;;LIPTON MENTHE INTENCE;PARAPHARMA;PARAPHARMA;35000;25000;Non;12;2028-01-01;rayon
PARF005;LIPTON SAUVEUR DU SOIR;;LIPTON SAUVEUR DU SOIR;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2028-01-01;rayon
lipton0001;LIPTON THE VERT CITRON;;LIPTON THE VERT CITRON;PARAPHARMA;PARAPHARMA;50000;35500;Non;11;2028-02-01;rayon
lipton0002;LIPTON THE VERT MENTHE;;LIPTON THE VERT MENTHE;PARAPHARMA;PARAPHARMA;50000;35500;Non;11;2028-02-01;rayon
LUXS002;LISTERIN FRESH CITRUS 250ML;;LISTERIN FRESH CITRUS 250ML;PARAPHARMA;PARAPHARMA;40000;28500;Non;6;2027-11-01;rayon
list0002;LISTERINE BAIN  DE BOUCHE ZERO;;LISTERINE BAIN  DE BOUCHE ZERO;PARAPHARMA;PARAPHARMA;40000;28500;Non;3;2028-05-01;rayon
7427357;LISTERINE BAIN DE BOUCHE;;LISTERINE BAIN DE BOUCHE;PARAPHARMA;PARAPHARMA;35000;35000;Non;0;2041-02-01;rayon
MAGN009;LISTERINE BAIN DE BOUCHE COOL MENT 500ML;;LISTERINE BAIN DE BOUCHE COOL MENT 500ML;PARAPHARMA;PARAPHARMA;60000;42500;Non;11;2027-01-01;rayon
lister0001;LISTERINE BAIN DE BOUCHE COOL MINT 250ML;;LISTERINE BAIN DE BOUCHE COOL MINT 250ML;PARAPHARMA;PARAPHARMA;40000;28500;Non;0;2028-04-01;rayon
LIST00002;LISTERINE BAIN DE BOUCHE FRESH BRUST;;LISTERINE BAIN DE BOUCHE FRESH BRUST;PARAPHARMA;PARAPHARMA;0;0;Non;0;2028-07-01;rayon
6668692;LISTERINE BAIN DE BOUCHE TARTAR PROTECT;;LISTERINE BAIN DE BOUCHE TARTAR PROTECT;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2030-05-01;rayon
966026;LISTERINE BAINDE BOUCHE GUM PROTECT;;LISTERINE BAINDE BOUCHE GUM PROTECT;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2032-07-01;rayon
LOVE001;LISTERINE ORIGINAL 250ML BAIN DE BOUCHE;;LISTERINE ORIGINAL 250ML BAIN DE BOUCHE;PARAPHARMA;PARAPHARMA;40000;35500;Non;1;2027-10-01;rayon
LIST001;LISTERINE TOTAL CARE 250ML;;LISTERINE TOTAL CARE 250ML;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2026-09-01;rayon
LIST006;LISTERINE TOTAL COOL MENT 250ML;;LISTERINE TOTAL COOL MENT 250ML;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2027-12-01;rayon
LONG009;LONGRICH PATTE;;LONGRICH PATTE;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2026-03-01;rayon
LONG004;LONGRICH SHAMPOOING;;LONGRICH SHAMPOOING;PARAPHARMA;PARAPHARMA;150000;0;Non;0;2025-05-01;rayon
1211972;LONGRICH SNAKE OIL;;LONGRICH SNAKE OIL;PARAPHARMA;PARAPHARMA;35000;20000;Non;0;2025-07-01;rayon
L124;LUNETTE JUSTE POUR LIRE;;LUNETTE JUSTE POUR LIRE;PARAPHARMA;PARAPHARMA;100000;0;Non;19;2026-07-19;rayon
LU0015;LUNETTE LITTLE H;;LUNETTE LITTLE H;PARAPHARMA;PARAPHARMA;100000;0;Non;18;2026-07-19;rayon
203020;MACY'S;;MACY'S;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2028-01-01;rayon
MAGI002;MAGIC POUDRE;;MAGIC POUDRE;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2023-04-01;rayon
6034678;MAGNO GEL DOUCHE;;MAGNO GEL DOUCHE;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2020-08-01;rayon
6840085;MAKARI  VOILE DE CORPS  500 ML;;MAKARI  VOILE DE CORPS  500 ML;PARAPHARMA;PARAPHARMA;364000;280000;Non;0;2013-01-28;rayon
6840047;MAKARI CREME ECLAIRCISSANTE DE JOUR;;MAKARI CREME ECLAIRCISSANTE DE JOUR;PARAPHARMA;PARAPHARMA;229500;176500;Non;0;2013-01-28;rayon
6840061;MAKARI CREME ECLAIRECISSANTE CAVIAR;;MAKARI CREME ECLAIRECISSANTE CAVIAR;PARAPHARMA;PARAPHARMA;193500;1000;Non;0;2012-07-01;rayon
6840030;MAKARI ECLAIRCISSANTE DE NUIT;;MAKARI ECLAIRCISSANTE DE NUIT;PARAPHARMA;PARAPHARMA;265750;204400;Non;0;2013-01-28;rayon
6840269;MAKARI FOND DE TEINT;;MAKARI FOND DE TEINT;PARAPHARMA;PARAPHARMA;265750;204400;Non;0;2013-09-23;rayon
MARS004;MARSEILLAIS;;MARSEILLAIS;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2023-01-01;rayon
300031;MASQUE PURIFIANT;;MASQUE PURIFIANT;PARAPHARMA;PARAPHARMA;100000;0;Non;0;2020-07-01;rayon
MAXI009;MAXI DISQUES;;MAXI DISQUES;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2024-10-01;rayon
meal000001;MEAL SET;;MEAL SET;PARAPHARMA;PARAPHARMA;60000;42000;Non;1;2030-12-01;rayon
M0001;MES 1° SOUFFLES;;MES 1° SOUFFLES;PARAPHARMA;PARAPHARMA;20000;14000;Non;0;2026-08-01;rayon
4403518;MIKUBI;;MIKUBI;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2028-12-01;rayon
5118;MIMOSA LAIT;;MIMOSA LAIT;PARAPHARMA;PARAPHARMA;65000;0;Non;0;2020-01-01;rayon
MINC001;MINCEUR 24 FORT;;MINCEUR 24 FORT;PARAPHARMA;PARAPHARMA;295000;0;Non;0;2021-01-01;rayon
MINC002;MINCEUR ANACA 3 SP;;MINCEUR ANACA 3 SP;PARAPHARMA;PARAPHARMA;490000;0;Non;0;2020-10-01;rayon
7600603;MIRADENT;;MIRADENT;PARAPHARMA;PARAPHARMA;100000;0;Non;0;2021-08-01;rayon
160567;MIXA LAIT CORPS HYDRATANT;;MIXA LAIT CORPS HYDRATANT;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2024-01-01;rayon
MIXA006;MIXA LAIT DE KARITE;;MIXA LAIT DE KARITE;PARAPHARMA;PARAPHARMA;45000;25000;Non;0;2024-02-01;rayon
2115010;MIXA LAIT FRAICHEUR;;MIXA LAIT FRAICHEUR;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2024-01-01;rayon
MODL100002;MODILAC AC CONFORT;;MODILAC AC CONFORT;PARAPHARMA;PARAPHARMA;100000;71000;Non;36;2027-11-01;rayon
MODL100001;MODILAC DOUCEA N°1 400G;;MODILAC DOUCEA N°1 400G;PARAPHARMA;PARAPHARMA;90000;64000;Non;4;2027-08-01;rayon
MODIL10002;MODILAC DOUCEA N°2 820G;;MODILAC DOUCEA N°2 820G;PARAPHARMA;PARAPHARMA;200000;140000;Non;16;2027-09-01;rayon
MOD0000001;MODILAC PRECISION N°1;;MODILAC PRECISION N°1;PARAPHARMA;PARAPHARMA;90000;64000;Non;25;2028-06-01;rayon
MODL100003;MODILAC PRECISION N°2;;MODILAC PRECISION N°2;PARAPHARMA;PARAPHARMA;90000;56000;Non;19;2028-06-01;rayon
MODL100004;MODILAC PREMA;;MODILAC PREMA;PARAPHARMA;PARAPHARMA;100000;71000;Non;17;2027-08-01;rayon
MONS009;MONSAVON AU LAIT 100G;;MONSAVON AU LAIT 100G;PARAPHARMA;PARAPHARMA;10000;0;Non;0;2023-04-01;rayon
9600047;MOONCARE COUCHE ADULT;;MOONCARE COUCHE ADULT;PARAPHARMA;PARAPHARMA;10000;5000;Non;0;2024-01-01;rayon
PAMP012;MOONCARE COUCHE ENFT;;MOONCARE COUCHE ENFT;PARAPHARMA;PARAPHARMA;110000;80000;Non;0;2025-12-01;rayon
34437;MOUCHE BEBE;;MOUCHE BEBE;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2030-01-01;rayon
SOLO001;MOUCHOIRS JETTABLES SOLO;;MOUCHOIRS JETTABLES SOLO;PARAPHARMA;PARAPHARMA;5000;0;Non;0;2022-11-01;rayon
mousse01;MOUSSE A RASER MENNEN;;MOUSSE A RASER MENNEN;PARAPHARMA;PARAPHARMA;80000;57000;Non;10;2030-12-01;rayon
281276;MOUTH SPRAY;;MOUTH SPRAY;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
MOXI004;MOXIDISQUE;;MOXIDISQUE;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2023-03-01;rayon
MULTVN001;MULTIVITAMIN;;MULTIVITAMIN;PARAPHARMA;PARAPHARMA;60000;42500;Non;0;2026-10-01;rayon
MUST0003;MUSTELA GEL LAVANT 500ML;;MUSTELA GEL LAVANT 500ML;PARAPHARMA;PARAPHARMA;160000;114000;Non;2;2028-07-01;rayon
MUST00003;MUSTELA GEL LAVANT 750ML;;MUSTELA GEL LAVANT 750ML;PARAPHARMA;PARAPHARMA;200000;142000;Non;0;2028-08-01;rayon
MUST00002;MUSTELA LAIT CORPS 500ML;;MUSTELA LAIT CORPS 500ML;PARAPHARMA;PARAPHARMA;170000;120000;Non;0;2028-06-01;rayon
MUST00001;MUSTELA LAIT CORPS 750ML;;MUSTELA LAIT CORPS 750ML;PARAPHARMA;PARAPHARMA;200000;140000;Non;2;2028-06-01;rayon
NAN001;NAN N3;;NAN N3;PARAPHARMA;PARAPHARMA;70000;50000;Non;12;2027-05-01;rayon
NANA005;NANA SERVIETTE HIGENIQUE;;NANA SERVIETTE HIGENIQUE;PARAPHARMA;PARAPHARMA;14000;0;Non;0;2020-08-01;rayon
7334;NAOMI BODY LOTION;;NAOMI BODY LOTION;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2020-12-31;rayon
1394;NAOMI LAIT ECLAIRCISSANT;;NAOMI LAIT ECLAIRCISSANT;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2013-06-30;rayon
9300103;NAOMI PDRE BB;;NAOMI PDRE BB;PARAPHARMA;PARAPHARMA;38000;0;Non;0;2020-01-01;rayon
9300524;NAOMI SLIMMING;;NAOMI SLIMMING;PARAPHARMA;PARAPHARMA;75000;0;Non;0;2020-01-01;rayon
NATUR00001;NATURNES JARDINIERE DE LEGUMES POULET;;NATURNES JARDINIERE DE LEGUMES POULET;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-09-01;rayon
NATUR001;NATURNES POMME BANANE;;NATURNES POMME BANANE;PARAPHARMA;PARAPHARMA;45000;32000;Non;5;2026-08-01;rayon
naturnes01;NATURNES POMME PECHE;;NATURNES POMME PECHE;PARAPHARMA;PARAPHARMA;45000;32000;Non;2;2026-09-01;rayon
NATUR00002;NATURNES POMME POIRE;;NATURNES POMME POIRE;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-09-01;rayon
NATNES001;NATURNES POTIRON;;NATURNES POTIRON;PARAPHARMA;PARAPHARMA;30000;21000;Non;0;2026-09-01;rayon
nesquik001;NESQUIK;;NESQUIK;PARAPHARMA;PARAPHARMA;45000;35500;Non;2;2027-06-01;rayon
NESTL1102;NESTLE BRASSE BANANE;;NESTLE BRASSE BANANE;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-07-01;rayon
NESTL1101;NESTLE BRASSE FRAISE;;NESTLE BRASSE FRAISE;PARAPHARMA;PARAPHARMA;45000;32000;Non;3;2026-08-01;rayon
NEST10;NESTLE BRASSE FRUITS ROUGES;;NESTLE BRASSE FRUITS ROUGES;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-08-01;rayon
NEST11;NESTLE BRASSE MANGUE ANANAS;;NESTLE BRASSE MANGUE ANANAS;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-09-01;rayon
NESTLE1100;NESTLE BRASSE MYRTILLE;;NESTLE BRASSE MYRTILLE;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-07-01;rayon
NSTL120000;NESTLE BRASSE NATURE;;NESTLE BRASSE NATURE;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-08-01;rayon
NTL00001;NESTLE BRASSE PECHE;;NESTLE BRASSE PECHE;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-07-01;rayon
nestlefit1;NESTLE FITNESS;;NESTLE FITNESS;PARAPHARMA;PARAPHARMA;60000;42000;Non;3;2027-01-01;rayon
NESTLE0013;NESTLE PETIT BRASSE ABRICOT;;NESTLE PETIT BRASSE ABRICOT;PARAPHARMA;PARAPHARMA;45000;32000;Non;42;2026-08-01;rayon
NESTLE12;NESTLE PETIT BRASSE BANANE PECHE;;NESTLE PETIT BRASSE BANANE PECHE;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-09-01;rayon
NEST000000;NESTLE PETIT BRASSE MANGUE;;NESTLE PETIT BRASSE MANGUE;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-09-01;rayon
NEST0001;NESTLE PETIT BRASSE MANGUE ANANAS;;NESTLE PETIT BRASSE MANGUE ANANAS;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-09-01;rayon
BROS014;NESTLE PETIT BRASSE MYRTILLE;;NESTLE PETIT BRASSE MYRTILLE;PARAPHARMA;PARAPHARMA;45000;32000;Non;3;2026-09-01;rayon
NESTL00003;NESTLE PETIT BRASSE NATURE;;NESTLE PETIT BRASSE NATURE;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-09-01;rayon
NESTL00012;NESTLE PETIT CEREALES 8CEREALES;;NESTLE PETIT CEREALES 8CEREALES;PARAPHARMA;PARAPHARMA;65000;42500;Non;15;2027-05-01;rayon
NESTRECET1;NESTLE RECETTE BLANQUETTE DE RIZ DINDE;;NESTLE RECETTE BLANQUETTE DE RIZ DINDE;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-06-01;rayon
NESTLRECE1;NESTLE RECETTE CURRY DE POISSON;;NESTLE RECETTE CURRY DE POISSON;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-08-01;rayon
nes0000001;NESTLE RECETTE LEGUME BOEUF BOURGUIGNON;;NESTLE RECETTE LEGUME BOEUF BOURGUIGNON;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-10-01;rayon
ANIO002;NESTLE RECETTE LEGUMES BEAUF;;NESTLE RECETTE LEGUMES BEAUF;PARAPHARMA;PARAPHARMA;45000;0;Non;0;2026-10-01;rayon
NEST0003;NESTLE RECETTE LENTILLES VERTES JAMBON;;NESTLE RECETTE LENTILLES VERTES JAMBON;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-05-01;rayon
NESTLE REC;NESTLE RECETTE PAELLA;;NESTLE RECETTE PAELLA;PARAPHARMA;PARAPHARMA;45000;32000;Non;25;2026-09-01;rayon
NEST REC01;NESTLE RECETTE PETITS LEGUMES POULET AU LAIT COCO;;NESTLE RECETTE PETITS LEGUMES POULET AU LAIT COCO;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-09-01;rayon
NTL0002;NESTLE RECETTE SOUPER;;NESTLE RECETTE SOUPER;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2026-04-10;rayon
NTL0001;NESTLE RECETTE TAJINE;;NESTLE RECETTE TAJINE;PARAPHARMA;PARAPHARMA;45000;32000;Non;18;2026-10-01;rayon
3935560;NEUTRADERM BABY;;NEUTRADERM BABY;PARAPHARMA;PARAPHARMA;165000;0;Non;0;2030-01-01;rayon
LUXC002;NEUTROGENA CREME;;NEUTROGENA CREME;PARAPHARMA;PARAPHARMA;70000;40000;Non;0;2025-02-01;rayon
1702739;NICE FLOWER BODY;;NICE FLOWER BODY;PARAPHARMA;PARAPHARMA;75000;0;Non;0;2020-01-01;rayon
