Code;Nom;DCI;Marque;Categorie;Rayon;Prix Vente;Prix Achat;Rx;Quantite;Date de preremption;Emplacement
SIGN001;SIGNAL BAIN DE BOUCHE;;SIGNAL BAIN DE BOUCHE;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2027-01-01;rayon
PERL001;SIGNAL ENTEGRAL 8;;SIGNAL ENTEGRAL 8;PARAPHARMA;PARAPHARMA;30000;0;Non;1;2040-01-01;rayon
PATE005;SIGNAL HALEINE PRERE;;SIGNAL HALEINE PRERE;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2041-10-01;rayon
PHYL001;SIGNAL PROTECTION CARIES;;SIGNAL PROTECTION CARIES;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2040-01-01;rayon
alvar00005;SILICONE TABLE WARE;;SILICONE TABLE WARE;PARAPHARMA;PARAPHARMA;80000;57000;Non;2;2030-12-01;rayon
100137;SINPLI CHOISE MEDIUM LOT 4;;SINPLI CHOISE MEDIUM LOT 4;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2040-06-01;rayon
8062267;SMART DEO;;SMART DEO;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2015-12-01;rayon
7101523;SNONAS CREME;;SNONAS CREME;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2020-01-01;rayon
7301046;SNONAS DEO SPRAY;;SNONAS DEO SPRAY;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
7302012;SNONAS ESPUMA MOUCHE A RASER;;SNONAS ESPUMA MOUCHE A RASER;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2020-01-01;rayon
7101509;SNONAS GEL CREME;;SNONAS GEL CREME;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2020-01-01;rayon
7201095;SNONAS PARFUM;;SNONAS PARFUM;PARAPHARMA;PARAPHARMA;45000;0;Non;0;2020-01-01;rayon
1700023;SO WHITE CRÈME GEL;;SO WHITE CRÈME GEL;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2020-12-01;rayon
1700012;SO WHITE GEL DOUCHE;;SO WHITE GEL DOUCHE;PARAPHARMA;PARAPHARMA;100000;0;Non;0;2020-12-31;rayon
1700092;SO WHITE HUILE ECLAIRCISSANTE;;SO WHITE HUILE ECLAIRCISSANTE;PARAPHARMA;PARAPHARMA;55000;0;Non;0;2020-12-01;rayon
1700022;SO WHITE LAIT SKIN ÉCLAIRCISSANT;;SO WHITE LAIT SKIN ÉCLAIRCISSANT;PARAPHARMA;PARAPHARMA;105000;0;Non;0;2020-12-31;rayon
1700080;SO WHITE LINGETTES INTIME;;SO WHITE LINGETTES INTIME;PARAPHARMA;PARAPHARMA;36000;0;Non;0;2012-12-01;rayon
1700091;SO WHITE LOTION PURIFIANTE;;SO WHITE LOTION PURIFIANTE;PARAPHARMA;PARAPHARMA;70000;0;Non;0;2020-12-01;rayon
1117888;STICK CADUM;;STICK CADUM;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2028-01-01;rayon
56664;STICK DOVE;;STICK DOVE;PARAPHARMA;PARAPHARMA;35000;0;Non;9;2030-04-01;rayon
DOV00001;STICK DOVE;;STICK DOVE;PARAPHARMA;PARAPHARMA;0;0;Non;0;2027-03-01;rayon
8001705;STICK LEVRES TOPICREAM;;STICK LEVRES TOPICREAM;PARAPHARMA;PARAPHARMA;35000;2630;Non;0;2025-05-01;rayon
2700023;STICK L'OREAL;;STICK L'OREAL;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2030-01-01;rayon
21011;STICK NARTA;;STICK NARTA;PARAPHARMA;PARAPHARMA;40000;28500;Non;10;2030-08-01;rayon
8307715;STICK NIVEA;;STICK NIVEA;PARAPHARMA;PARAPHARMA;35000;25000;Non;10;2028-03-01;rayon
stick001;STICK REXONA;;STICK REXONA;PARAPHARMA;PARAPHARMA;35000;25000;Non;0;2030-12-01;rayon
123439;STICK SECRET;;STICK SECRET;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2013-08-31;rayon
5478341;STICK SUAVE;;STICK SUAVE;PARAPHARMA;PARAPHARMA;35000;0;Non;4;2030-01-01;rayon
9250290;STICK URIAGE BIO;;STICK URIAGE BIO;PARAPHARMA;PARAPHARMA;25000;3780;Non;0;2041-08-01;rayon
STCK0001;STICK USHUAIA;;STICK USHUAIA;PARAPHARMA;PARAPHARMA;25000;17500;Non;0;2030-03-01;rayon
2357;SUCETTE 0-6 MOIS;;SUCETTE 0-6 MOIS;PARAPHARMA;PARAPHARMA;45000;0;Non;0;2028-01-01;rayon
42431;SUCETTE BEBE CONFORT;;SUCETTE BEBE CONFORT;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2030-01-01;rayon
3016331;SUCETTE DBD LOT DE 2;;SUCETTE DBD LOT DE 2;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2030-01-01;rayon
2315385;SUCETTE DOUBLE;;SUCETTE DOUBLE;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2045-10-01;rayon
6200367;SUCRIA A 150G;;SUCRIA A 150G;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2028-08-01;rayon
CORI006;SUPER CONFORT N02;;SUPER CONFORT N02;PARAPHARMA;PARAPHARMA;38500;0;Non;0;2023-04-01;rayon
CORI003;SUPER CONFORT N03;;SUPER CONFORT N03;PARAPHARMA;PARAPHARMA;75000;0;Non;0;2023-04-01;rayon
COTO010;SUPER CONFORT N04;;SUPER CONFORT N04;PARAPHARMA;PARAPHARMA;15000;12000;Non;0;2026-07-01;rayon
COTO13;SUPER CONFORT N05;;SUPER CONFORT N05;PARAPHARMA;PARAPHARMA;70000;0;Non;0;2030-11-01;rayon
COTO012;SUPER CONFORT N06;;SUPER CONFORT N06;PARAPHARMA;PARAPHARMA;70000;0;Non;0;2030-12-01;rayon
COTO009;SUPER CONFORT N07;;SUPER CONFORT N07;PARAPHARMA;PARAPHARMA;70000;0;Non;0;2030-08-01;rayon
SUPE004;SUPER MAX ULTIMATE;;SUPER MAX ULTIMATE;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2023-10-01;rayon
3060;T5 CRÉME ÈCLAIRCISSANT;;T5 CRÉME ÈCLAIRCISSANT;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2012-01-01;rayon
1462;T5 LAIT ÉCLAIRCISSANT;;T5 LAIT ÉCLAIRCISSANT;PARAPHARMA;PARAPHARMA;75000;0;Non;0;2020-09-01;rayon
1608;T5 SOIN HYDRATANT NOURRISSANT;;T5 SOIN HYDRATANT NOURRISSANT;PARAPHARMA;PARAPHARMA;75000;0;Non;0;2020-01-01;rayon
786;TAAJ DERMO VEDIC CREME;;TAAJ DERMO VEDIC CREME;PARAPHARMA;PARAPHARMA;120000;0;Non;1;2030-01-01;rayon
tabl000001;TABLE WARE SET;;TABLE WARE SET;PARAPHARMA;PARAPHARMA;60000;42000;Non;2;2030-12-01;rayon
tamp01;TAMPAX;;TAMPAX;PARAPHARMA;PARAPHARMA;80000;57000;Non;4;2030-12-01;rayon
IVOR004;TASSE ALVAR;;TASSE ALVAR;PARAPHARMA;PARAPHARMA;20000;0;Non;5;2040-11-01;rayon
9;TASSE CUP-SET;;TASSE CUP-SET;PARAPHARMA;PARAPHARMA;50000;0;Non;2;2030-01-01;rayon
90004583;TASSE DBD;;TASSE DBD;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2030-09-01;rayon
alvar00008;TASSE EN SILICONE BB;;TASSE EN SILICONE BB;PARAPHARMA;PARAPHARMA;50000;35500;Non;1;2030-12-01;rayon
DEOD005;TASSE KALAS;;TASSE KALAS;PARAPHARMA;PARAPHARMA;50000;15000;Non;2;2028-04-01;rayon
CREM004;TASSE NUBY;;TASSE NUBY;PARAPHARMA;PARAPHARMA;50000;20000;Non;2;2040-04-01;rayon
TASS002;TASSE NUTRIBON;;TASSE NUTRIBON;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-09-01;rayon
TEAG001;TEAGRANCE PATE;;TEAGRANCE PATE;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2023-06-01;rayon
4471972;TENSIOMETRE IDA;;TENSIOMETRE IDA;PARAPHARMA;PARAPHARMA;105000;264000;Non;0;2030-12-01;rayon
TENS009;TENSIOMETRE PRIPNET LABEL;;TENSIOMETRE PRIPNET LABEL;PARAPHARMA;PARAPHARMA;320000;0;Non;0;2028-09-01;rayon
tet0000007;TETINE B 3;;TETINE B 3;PARAPHARMA;PARAPHARMA;30000;20500;Non;3;2035-12-01;rayon
tet0000003;TETINE CHAIN PACIFIER;;TETINE CHAIN PACIFIER;PARAPHARMA;PARAPHARMA;50000;35500;Non;4;2035-12-01;rayon
tet0000006;TETINE CHICO NATURAL FLOW;;TETINE CHICO NATURAL FLOW;PARAPHARMA;PARAPHARMA;50000;35500;Non;4;2035-12-01;rayon
tet0000001;TETINE CHICO NATURAL RELAX;;TETINE CHICO NATURAL RELAX;PARAPHARMA;PARAPHARMA;30000;20500;Non;9;2035-12-01;rayon
TETI002;TETINE DEUXIEME AGE PETIT;;TETINE DEUXIEME AGE PETIT;PARAPHARMA;PARAPHARMA;5000;0;Non;0;2030-01-01;rayon
tet0000004;TETINE MAM;;TETINE MAM;PARAPHARMA;PARAPHARMA;50000;35500;Non;4;2035-12-01;rayon
tet0000011;TETINE MAM PERFECT;;TETINE MAM PERFECT;PARAPHARMA;PARAPHARMA;60000;42000;Non;8;2030-12-01;rayon
tet0000033;TETINE MOME EASY;;TETINE MOME EASY;PARAPHARMA;PARAPHARMA;30000;20500;Non;5;2030-12-01;rayon
tet0000002;TETINE MOME EASY LOT DE 2;;TETINE MOME EASY LOT DE 2;PARAPHARMA;PARAPHARMA;40000;28500;Non;8;2035-12-01;rayon
tet0000012;TETINE NUK;;TETINE NUK;PARAPHARMA;PARAPHARMA;60000;42000;Non;9;2030-12-01;rayon
TETI001;TETINE PREMIER AGE GRAND;;TETINE PREMIER AGE GRAND;PARAPHARMA;PARAPHARMA;10000;0;Non;0;2028-01-01;rayon
3010452;TETINE SILICONE ANTI-COLIQUE;;TETINE SILICONE ANTI-COLIQUE;PARAPHARMA;PARAPHARMA;72000;9000;Non;0;2030-01-01;rayon
tet0000005;TETINE TOMMEE -TIPPEE;;TETINE TOMMEE -TIPPEE;PARAPHARMA;PARAPHARMA;40000;28500;Non;2;2035-12-01;rayon
PRUD001;TETITE JK 0-A-1ANE;;TETITE JK 0-A-1ANE;PARAPHARMA;PARAPHARMA;10000;357;Non;0;2030-08-01;rayon
THEB003;THE BIO HERBS COFFEE FEMINING B/6;;THE BIO HERBS COFFEE FEMINING B/6;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2022-08-01;rayon
THEB001;THE BRULE GRAISSES B/20;;THE BRULE GRAISSES B/20;PARAPHARMA;PARAPHARMA;75000;0;Non;0;2020-10-01;rayon
THEC001;THE CATHERINE GRAND;;THE CATHERINE GRAND;PARAPHARMA;PARAPHARMA;80000;42000;Non;14;2031-01-01;rayon
THEC005;THE CATHERINE PETIT;;THE CATHERINE PETIT;PARAPHARMA;PARAPHARMA;60000;0;Non;15;2029-01-01;rayon
THEB002;THE KOPI VITAMINE B/8;;THE KOPI VITAMINE B/8;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2023-06-01;rayon
THER005;THE MINCEUR;;THE MINCEUR;PARAPHARMA;PARAPHARMA;100000;65500;Non;0;2026-09-01;rayon
THEN001;THE NIMBA B/20 TISANES;;THE NIMBA B/20 TISANES;PARAPHARMA;PARAPHARMA;300000;0;Non;0;2018-01-01;rayon
TSLI001;THE SLIMING HERB;;THE SLIMING HERB;PARAPHARMA;PARAPHARMA;75000;1000;Non;10;2029-01-01;rayon
THET001;THE TISANE DRAINAUTE;;THE TISANE DRAINAUTE;PARAPHARMA;PARAPHARMA;75000;0;Non;0;2020-05-01;rayon
THET002;THE TISANE SOMMEIL;;THE TISANE SOMMEIL;PARAPHARMA;PARAPHARMA;75000;0;Non;0;2020-11-01;rayon
THER004;THERMOMETRE DIGITAL LABEL;;THERMOMETRE DIGITAL LABEL;PARAPHARMA;PARAPHARMA;40000;470000;Non;0;2030-02-01;rayon
4227574;THERMOMETRE FRONTALE;;THERMOMETRE FRONTALE;PARAPHARMA;PARAPHARMA;0;0;Non;0;2025-05-01;rayon
THER001;THERMOMETRE IDA;;THERMOMETRE IDA;PARAPHARMA;PARAPHARMA;40000;2807;Non;0;2020-02-01;rayon
55110;THERMOMETRE MEDISANA;;THERMOMETRE MEDISANA;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2030-01-01;rayon
540;TIR LAIT BREAST PUMP;;TIR LAIT BREAST PUMP;PARAPHARMA;PARAPHARMA;100000;0;Non;0;2030-01-01;rayon
BLUE004;TIR LAIT HAND FREE;;TIR LAIT HAND FREE;PARAPHARMA;PARAPHARMA;600000;0;Non;0;2045-01-01;rayon
AHOR001;TIR LAIT KIWY;;TIR LAIT KIWY;PARAPHARMA;PARAPHARMA;240000;0;Non;0;2028-03-01;rayon
TIRE004;TIRE LAIT BIMISTH;;TIRE LAIT BIMISTH;PARAPHARMA;PARAPHARMA;600000;120000;Non;0;2030-10-01;rayon
118298;TIRE LAIT DOUBLE LOMPAGE;;TIRE LAIT DOUBLE LOMPAGE;PARAPHARMA;PARAPHARMA;600000;125000;Non;0;2030-09-01;rayon
1155064;TIRE LAIT PETIT MODEL;;TIRE LAIT PETIT MODEL;PARAPHARMA;PARAPHARMA;350000;143089;Non;0;2030-11-01;rayon
9119564;TONIGENCYL PATTE 75ML;;TONIGENCYL PATTE 75ML;PARAPHARMA;PARAPHARMA;18500;14000;Non;0;2013-05-30;rayon
2025314;TOO MIGNON;;TOO MIGNON;PARAPHARMA;PARAPHARMA;25000;3750;Non;0;2030-05-01;rayon
2434101;TOPICLEAR AC CREME HYDRATANT;;TOPICLEAR AC CREME HYDRATANT;PARAPHARMA;PARAPHARMA;125000;0;Non;0;2028-10-01;rayon
6100411;TOPICREM LAIT DA;;TOPICREM LAIT DA;PARAPHARMA;PARAPHARMA;180000;4796;Non;0;2025-12-01;rayon
3505849;TOPICREM ULTRA HYDRATANT;;TOPICREM ULTRA HYDRATANT;PARAPHARMA;PARAPHARMA;160000;3571;Non;0;2025-10-01;rayon
2413201;TOPICREME MELA LAIT HYDRATANT;;TOPICREME MELA LAIT HYDRATANT;PARAPHARMA;PARAPHARMA;200000;235000;Non;0;2028-02-01;rayon
18990;TOPICREME MELA SERUM;;TOPICREME MELA SERUM;PARAPHARMA;PARAPHARMA;200000;0;Non;0;2026-03-01;rayon
LAEA001;TRISA;;TRISA;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2030-01-01;rayon
7101479;TROMPY BABY SHAMPOO;;TROMPY BABY SHAMPOO;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2016-12-01;rayon
7101561;TROMPY SHAMPOOING;;TROMPY SHAMPOOING;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
TROP0001;TROPICAL;;TROPICAL;PARAPHARMA;PARAPHARMA;60000;42500;Non;0;2026-09-01;rayon
SACP001;ULTRA DOUX SHAMPOOING ILLUMONANT;;ULTRA DOUX SHAMPOOING ILLUMONANT;PARAPHARMA;PARAPHARMA;60000;75000;Non;0;2030-09-01;rayon
22000;V05 SHAMPOOING;;V05 SHAMPOOING;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2020-01-01;rayon
1308700;VASELINE DRY SKIN REPAIR;;VASELINE DRY SKIN REPAIR;PARAPHARMA;PARAPHARMA;40000;25000;Non;0;2025-01-01;rayon
9309648;VASELINE TOTAL LAIT;;VASELINE TOTAL LAIT;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2020-01-01;rayon
7102070;VEET CREME EPILATIOR;;VEET CREME EPILATIOR;PARAPHARMA;PARAPHARMA;40000;25000;Non;0;2025-02-01;rayon
VEGE008;VEGEBOM  SAVON;;VEGEBOM  SAVON;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2022-09-01;rayon
9004590;VEILLEUSE ENFT;;VEILLEUSE ENFT;PARAPHARMA;PARAPHARMA;15000;0;Non;0;2027-01-01;rayon
6639223;VERGETURINE;;VERGETURINE;PARAPHARMA;PARAPHARMA;131000;0;Non;0;2020-01-01;rayon
VICH001;VICHYCREME VERGETURES;;VICHYCREME VERGETURES;PARAPHARMA;PARAPHARMA;252000;0;Non;0;2023-04-01;rayon
9222140;VIP BABY JUNIOR 411-25KG;;VIP BABY JUNIOR 411-25KG;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2020-01-01;rayon
VIPB003;VIP BABY MAXI COUCHE BEBE;;VIP BABY MAXI COUCHE BEBE;PARAPHARMA;PARAPHARMA;60000;35000;Non;0;2013-09-22;rayon
VIPB002;VIP BABY MIDI COUCHE BEBE;;VIP BABY MIDI COUCHE BEBE;PARAPHARMA;PARAPHARMA;60000;35000;Non;0;2013-09-22;rayon
VIPB001;VIP BABY MINI COUCHE BEBE;;VIP BABY MINI COUCHE BEBE;PARAPHARMA;PARAPHARMA;60000;35000;Non;0;2020-01-01;rayon
3810242;VITAMINE E LAIT;;VITAMINE E LAIT;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2020-01-01;rayon
500500;VIVACHEK INO APARIEL;;VIVACHEK INO APARIEL;PARAPHARMA;PARAPHARMA;350000;0;Non;0;2022-09-01;rayon
500501;VIVACHEK INO BANDELETTE;;VIVACHEK INO BANDELETTE;PARAPHARMA;PARAPHARMA;125000;0;Non;0;2022-09-01;rayon
ONET001;WELEDA TISANE ALLAITEMENT;;WELEDA TISANE ALLAITEMENT;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2030-08-01;rayon
XGAI001;XGAIN GEL;;XGAIN GEL;PARAPHARMA;PARAPHARMA;108000;0;Non;0;2023-01-01;rayon
