Code,Nom,DCI,Marque,Categorie,Rayon,Prix Vente,Prix Achat,Rx,Quantite,Date de preremption
awb0000008,AWIBI TETINE 0-6MOIS,,AWIBI TETINE 0-6MOIS,PARAPHARMA,PARAPHARMA,30000,21000,Non,8,49644
AWIB000009,AWIBI TETINE FRUITS,,AWIBI TETINE FRUITS,PARAPHARMA,PARAPHARMA,40000,28500,Non,22,49644
SAVO05,BABY HEAD CUSHION,,BABY HEAD CUSHION,PARAPHARMA,PARAPHARMA,100000,0,Non,2,47484
80472,BABY LOTION UP&UP,,BABY LOTION UP&UP,PARAPHARMA,PARAPHARMA,90000,0,Non,0,40959
PAMP013,BABY NAIL TRIMMER,,BABY NAIL TRIMMER,PARAPHARMA,PARAPHARMA,80000,0,Non,0,47484
BROS010,BABYCARE KIT,,BABYCARE KIT,PARAPHARMA,PARAPHARMA,100000,0,Non,0,53083
SANE001,BABY'S TABLEWARE SET,,BABY'S TABLEWARE SET,PARAPHARMA,PARAPHARMA,180000,0,Non,0,46753
APTO001,BACTIGEL 350ML,,BACTIGEL 350ML,PARAPHARMA,PARAPHARMA,35000,0,Non,16,47849
31122,BAIN DE BOUCHE FRESH,,BAIN DE BOUCHE FRESH,PARAPHARMA,PARAPHARMA,60000,0,Non,0,46388
1955300,BAIN DE BOUCHE MULTI ACTION,,BAIN DE BOUCHE MULTI ACTION,PARAPHARMA,PARAPHARMA,50000,0,Non,0,46753
BIBERON004,BIBERON  COOL,,BIBERON  COOL,PARAPHARMA,PARAPHARMA,40000,28000,Non,1,47818
bib0000001,BIBERON ADA,,BIBERON ADA,PARAPHARMA,PARAPHARMA,35000,25000,Non,5,47818
BIBE005,BIBERON ALGO,,BIBERON ALGO,PARAPHARMA,PARAPHARMA,80000,22000,Non,2,47515
534309,BIBERON ALVAR,,BIBERON ALVAR,PARAPHARMA,PARAPHARMA,60000,42000,Non,2,47818
alvar00007,BIBERON ALVAR,,BIBERON ALVAR,PARAPHARMA,PARAPHARMA,0,0,Non,0,47818
bibr000011,BIBERON AVENT 240ML,,BIBERON AVENT 240ML,PARAPHARMA,PARAPHARMA,130000,92500,Non,6,49644
bibr000013,BIBERON AVENT LOT DE 2,,BIBERON AVENT LOT DE 2,PARAPHARMA,PARAPHARMA,180000,125000,Non,3,49644
BBN0019,BIBERON BABISAFE,,BIBERON BABISAFE,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,51471
BBN0017,BIBERON BABISAL 120ML,,BIBERON BABISAL 120ML,PARAPHARMA,PARAPHARMA,35000,25000,Non,4,51167
BBN0022,BIBERON BABISAL 240ML,,BIBERON BABISAL 240ML,PARAPHARMA,PARAPHARMA,0,0,Non,0,51185
BIB0006,BIBERON BABISIL 180ML,,BIBERON BABISIL 180ML,PARAPHARMA,PARAPHARMA,35000,25000,Non,2,47818
BBN0023,BIBERON BABISIL 240ML,,BIBERON BABISIL 240ML,PARAPHARMA,PARAPHARMA,40000,28500,Non,0,51185
BBN00024,BIBERON BABISIL 240ML,,BIBERON BABISIL 240ML,PARAPHARMA,PARAPHARMA,0,0,Non,0,51185
BBN00030,BIBERON BABISIL 240ML,,BIBERON BABISIL 240ML,PARAPHARMA,PARAPHARMA,0,0,Non,0,46072
6381683,BIBERON BEBE CONFORT,,BIBERON BEBE CONFORT,PARAPHARMA,PARAPHARMA,50000,32500,Non,1,47635
bibr00004,BIBERON BEBIKR,,BIBERON BEBIKR,PARAPHARMA,PARAPHARMA,70000,50000,Non,4,49644
biber00003,BIBERON CHICA 150ML,,BIBERON CHICA 150ML,PARAPHARMA,PARAPHARMA,50000,35500,Non,2,47818
bibero1000,BIBERON CHICA 250ML,,BIBERON CHICA 250ML,PARAPHARMA,PARAPHARMA,70000,50000,Non,5,47818
bibn°00001,BIBERON CHICA 250ML,,BIBERON CHICA 250ML,PARAPHARMA,PARAPHARMA,0,0,Non,0,47818
biberon1,BIBERON CHICA 280ML,,BIBERON CHICA 280ML,PARAPHARMA,PARAPHARMA,80000,57000,Non,6,47818
bibr000001,BIBERON CHICO 150ML,,BIBERON CHICO 150ML,PARAPHARMA,PARAPHARMA,90000,64000,Non,5,49644
bibr00002,BIBERON CHICO 240ML,,BIBERON CHICO 240ML,PARAPHARMA,PARAPHARMA,130000,92500,Non,5,49644
bibr00003,BIBERON CHICO 250ML,,BIBERON CHICO 250ML,PARAPHARMA,PARAPHARMA,150000,100000,Non,6,49644
bibr000012,BIBERON CHICO 280ML,,BIBERON CHICO 280ML,PARAPHARMA,PARAPHARMA,80000,57000,Non,6,49644
BIBERON003,BIBERON DBD,,BIBERON DBD,PARAPHARMA,PARAPHARMA,40000,28000,Non,4,47818
2592999,BIBERON DRAMA SILICON,,BIBERON DRAMA SILICON,PARAPHARMA,PARAPHARMA,120000,0,Non,1,53236
BBN0010,BIBERON EASY CARE,,BIBERON EASY CARE,PARAPHARMA,PARAPHARMA,35000,0,Non,0,51167
CREA004,BIBERON ENABALE,,BIBERON ENABALE,PARAPHARMA,PARAPHARMA,90000,20000,Non,0,51227
BIBERON002,BIBERON FAIRE Y PRINCE,,BIBERON FAIRE Y PRINCE,PARAPHARMA,PARAPHARMA,40000,28000,Non,0,47818
biber00012,BIBERON FOODE FEEDER,,BIBERON FOODE FEEDER,PARAPHARMA,PARAPHARMA,50000,35500,Non,2,49644
4263826,BIBERON FREE,,BIBERON FREE,PARAPHARMA,PARAPHARMA,220000,0,Non,2,52963
biber00013,BIBERON GALL-SILLICONE MILK BOTTLE,,BIBERON GALL-SILLICONE MILK BOTTLE,PARAPHARMA,PARAPHARMA,60000,42500,Non,3,49644
BIBERON006,BIBERON INFANT,,BIBERON INFANT,PARAPHARMA,PARAPHARMA,40000,28000,Non,5,47818
biber0004,BIBERON KIN-SUN,,BIBERON KIN-SUN,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,49644
BIBERON005,BIBERON LOGAO,,BIBERON LOGAO,PARAPHARMA,PARAPHARMA,30000,21000,Non,5,47818
BIBE006,BIBERON LONDONY,,BIBERON LONDONY,PARAPHARMA,PARAPHARMA,80000,15000,Non,2,47515
bibr000014,BIBERON M S E,,BIBERON M S E,PARAPHARMA,PARAPHARMA,60000,42000,Non,4,49644
bibr00005,BIBERON MAM,,BIBERON MAM,PARAPHARMA,PARAPHARMA,60000,42500,Non,4,49644
66674411,BIBERON MINIK DINOZORLOIR,,BIBERON MINIK DINOZORLOIR,PARAPHARMA,PARAPHARMA,120000,20000,Non,0,47635
BIB00004,BIBERON MINITREE 330ML,,BIBERON MINITREE 330ML,PARAPHARMA,PARAPHARMA,30000,21000,Non,0,47818
bib1,BIBERON MINITUTU,,BIBERON MINITUTU,PARAPHARMA,PARAPHARMA,40000,28500,Non,5,47818
bibr100001,BIBERON MOME EASY,,BIBERON MOME EASY,PARAPHARMA,PARAPHARMA,0,0,Non,0,49644
biber0001,BIBERON MOME EASY 240ML,,BIBERON MOME EASY 240ML,PARAPHARMA,PARAPHARMA,35000,25000,Non,3,49644
bibr000021,BIBERON MOME EASY 300ML,,BIBERON MOME EASY 300ML,PARAPHARMA,PARAPHARMA,35000,25000,Non,4,49644
biber00006,BIBERON MOME EASY LOT DE 2,,BIBERON MOME EASY LOT DE 2,PARAPHARMA,PARAPHARMA,60000,42500,Non,5,49644
biber00005,BIBERON N°10,,BIBERON N°10,PARAPHARMA,PARAPHARMA,30000,20500,Non,2,49644
bbi00001,BIBERON N°19,,BIBERON N°19,PARAPHARMA,PARAPHARMA,40000,28500,Non,0,47818
BIB0001,BIBERON N°20,,BIBERON N°20,PARAPHARMA,PARAPHARMA,45000,32000,Non,1,47818
biberon001,BIBERON N°9,,BIBERON N°9,PARAPHARMA,PARAPHARMA,30000,20500,Non,5,47818
BBN007,BIBERON N8,,BIBERON N8,PARAPHARMA,PARAPHARMA,40000,28500,Non,3,51185
BBN0016,BIBERON NO11,,BIBERON NO11,PARAPHARMA,PARAPHARMA,40000,28000,Non,1,47818
BBN0013,BIBERON NO12,,BIBERON NO12,PARAPHARMA,PARAPHARMA,40000,28,Non,0,47836
BBN0011,BIBERON NO14,,BIBERON NO14,PARAPHARMA,PARAPHARMA,50000,35000,Non,1,47818
BBN0012,BIBERON NO15,,BIBERON NO15,PARAPHARMA,PARAPHARMA,40000,28000,Non,1,47818
BBN015,BIBERON NO18,,BIBERON NO18,PARAPHARMA,PARAPHARMA,50000,34500,Non,3,47818
BBN002,BIBERON NO2,,BIBERON NO2,PARAPHARMA,PARAPHARMA,40000,28000,Non,2,51185
BBN003,BIBERON NO3,,BIBERON NO3,PARAPHARMA,PARAPHARMA,0,0,Non,0,51185
BBN004,BIBERON NO4,,BIBERON NO4,PARAPHARMA,PARAPHARMA,20000,12000,Non,3,51185
BBN005,BIBERON NO5,,BIBERON NO5,PARAPHARMA,PARAPHARMA,40000,28000,Non,1,51185
BBN6,BIBERON NO6,,BIBERON NO6,PARAPHARMA,PARAPHARMA,86000,56000,Non,0,51185
BIOS002,BIBERON NUK,,BIBERON NUK,PARAPHARMA,PARAPHARMA,80000,15000,Non,0,47543
BIBE002,BIBERON PLAYTEX,,BIBERON PLAYTEX,PARAPHARMA,PARAPHARMA,50000,22000,Non,0,47604
BIBE004,BIBERON PRETY,,BIBERON PRETY,PARAPHARMA,PARAPHARMA,45000,20000,Non,0,47604
SANO02,BIBERON SIBEIER 120ML,,BIBERON SIBEIER 120ML,PARAPHARMA,PARAPHARMA,35000,0,Non,0,46753
BBN0020,BIBERON SIBEIER 240ML,,BIBERON SIBEIER 240ML,PARAPHARMA,PARAPHARMA,50000,35500,Non,1,51185
136490,BIBERON SMART BEBE 280ML VERRE,,BIBERON SMART BEBE 280ML VERRE,PARAPHARMA,PARAPHARMA,60000,38500,Non,0,47484
BIB00005,BIBERON SWEET BABY 150ML,,BIBERON SWEET BABY 150ML,PARAPHARMA,PARAPHARMA,30000,21000,Non,3,47818
BIB00001,BIBERON SWEET BABY 300ML,,BIBERON SWEET BABY 300ML,PARAPHARMA,PARAPHARMA,40000,28500,Non,0,47818
bibr000007,BIBERON TWISTSHAK,,BIBERON TWISTSHAK,PARAPHARMA,PARAPHARMA,0,0,Non,0,49644
bibr000010,BIBERON TWISTSHAK 180ML,,BIBERON TWISTSHAK 180ML,PARAPHARMA,PARAPHARMA,80000,55000,Non,6,49644
BIBR00006,BIBERON TWISTSHAK 260ML,,BIBERON TWISTSHAK 260ML,PARAPHARMA,PARAPHARMA,120000,85000,Non,4,49644
BIBR007,BIBERON VERRE 150ML,,BIBERON VERRE 150ML,PARAPHARMA,PARAPHARMA,40000,0,Non,0,45231
BIBE001,BIBERON WEE BABY,,BIBERON WEE BABY,PARAPHARMA,PARAPHARMA,30000,22000,Non,6,47515
biber00002,BIBERON WIDE CALIBER 180ML,,BIBERON WIDE CALIBER 180ML,PARAPHARMA,PARAPHARMA,70000,50000,Non,3,49644
biber012,BIBERON WIDE CALIBER 240ML,,BIBERON WIDE CALIBER 240ML,PARAPHARMA,PARAPHARMA,90000,64000,Non,2,49644
bibr000032,BIBERON YESELINO,,BIBERON YESELINO,PARAPHARMA,PARAPHARMA,60000,42000,Non,3,49644
1600010,BIEN-ÉTRE GM 500ML,,BIEN-ÉTRE GM 500ML,PARAPHARMA,PARAPHARMA,90000,0,Non,0,44044
1550025,BIEN-ÉTRE PM 250ML,,BIEN-ÉTRE PM 250ML,PARAPHARMA,PARAPHARMA,64000,0,Non,0,44044
4404188,BIODERMA CREALINE,,BIODERMA CREALINE,PARAPHARMA,PARAPHARMA,150000,0,Non,3,47818
9200025,BIODERMA CREME ULTRA,,BIODERMA CREME ULTRA,PARAPHARMA,PARAPHARMA,180000,0,Non,2,47484
8100108,BIODERMA SEBIUM,,BIODERMA SEBIUM,PARAPHARMA,PARAPHARMA,150000,0,Non,2,47727
biscuit01,BISCUIT BELVITA,,BISCUIT BELVITA,PARAPHARMA,PARAPHARMA,50000,35500,Non,7,46296
bled000002,BISCUIT BLEDI,,BISCUIT BLEDI,PARAPHARMA,PARAPHARMA,40000,28000,Non,24,46327
biscuit005,BISCUIT BN,,BISCUIT BN,PARAPHARMA,PARAPHARMA,30000,21000,Non,9,46388
CHOCOG0001,BISCUIT CHOCOGRANI,,BISCUIT CHOCOGRANI,PARAPHARMA,PARAPHARMA,35000,25000,Non,22,46266
biscuitcl,BISCUIT CLASSIC BISCUITHÉ,,BISCUIT CLASSIC BISCUITHÉ,PARAPHARMA,PARAPHARMA,60000,42000,Non,3,46357
biscuit001,BISCUIT CRACOTTE,,BISCUIT CRACOTTE,PARAPHARMA,PARAPHARMA,50000,35500,Non,2,46388
bis0000002,BISCUIT DEGUSTATION,,BISCUIT DEGUSTATION,PARAPHARMA,PARAPHARMA,35000,25000,Non,20,46327
bscuit0006,BISCUIT DUO,,BISCUIT DUO,PARAPHARMA,PARAPHARMA,25000,17000,Non,12,46419
GRANO00001,BISCUIT GRANOLA,,BISCUIT GRANOLA,PARAPHARMA,PARAPHARMA,30000,21000,Non,13,47727
biscuit004,BISCUIT KINDER DUO,,BISCUIT KINDER DUO,PARAPHARMA,PARAPHARMA,60000,42000,Non,2,46631
biscuit t1,BISCUIT LES TABLETTES,,BISCUIT LES TABLETTES,PARAPHARMA,PARAPHARMA,30000,21000,Non,16,46388
6001025,BISCUIT MANO BN FRAISE,,BISCUIT MANO BN FRAISE,PARAPHARMA,PARAPHARMA,30000,0,Non,0,45992
biscuitmi1,BISCUIT MINI BN COEUR AU LAIT,,BISCUIT MINI BN COEUR AU LAIT,PARAPHARMA,PARAPHARMA,30000,21000,Non,9,46388
BISCMON001,BISCUIT MON 1E BOUDOIR,,BISCUIT MON 1E BOUDOIR,PARAPHARMA,PARAPHARMA,40000,32000,Non,4,46252
BISCT002,BISCUIT NUTELLA,,BISCUIT NUTELLA,PARAPHARMA,PARAPHARMA,15000,10500,Non,0,46204
nutell0001,BISCUIT NUTELLA BISCUIT,,BISCUIT NUTELLA BISCUIT,PARAPHARMA,PARAPHARMA,70000,50000,Non,0,46204
BISCUITOR1,BISCUIT OREO ORIGINAL,,BISCUIT OREO ORIGINAL,PARAPHARMA,PARAPHARMA,60000,42000,Non,4,46388
BISCUIT012,BISCUIT PETIT BEURRE MAXI PACK,,BISCUIT PETIT BEURRE MAXI PACK,PARAPHARMA,PARAPHARMA,50000,35500,Non,0,46357
BISCUIT003,BISCUIT PETIT BOEURRE,,BISCUIT PETIT BOEURRE,PARAPHARMA,PARAPHARMA,40000,28000,Non,7,46722
biscuit002,BISCUIT PETIT D'OR,,BISCUIT PETIT D'OR,PARAPHARMA,PARAPHARMA,30000,21000,Non,1,46419
bsct00001,BISCUIT PETIT ECOLIER,,BISCUIT PETIT ECOLIER,PARAPHARMA,PARAPHARMA,30000,21000,Non,0,46174
bisct01,BISCUIT SAINT MICHEL,,BISCUIT SAINT MICHEL,PARAPHARMA,PARAPHARMA,35000,25000,Non,12,46327
bisct0001,BISCUIT SAVANE,,BISCUIT SAVANE,PARAPHARMA,PARAPHARMA,50000,35500,Non,18,46266
BLEDJ10004,BLEDIDEJ BRIOCHE,,BLEDIDEJ BRIOCHE,PARAPHARMA,PARAPHARMA,70000,50000,Non,1,46296
BLEDJ20000,BLEDIDEJ CARAMEL,,BLEDIDEJ CARAMEL,PARAPHARMA,PARAPHARMA,70000,50000,Non,5,46296
BLEDJ10003,BLEDIDEJ CEREALES,,BLEDIDEJ CEREALES,PARAPHARMA,PARAPHARMA,70000,50000,Non,14,46306
BLEDRR,BLEDIDEJ MADELAINE,,BLEDIDEJ MADELAINE,PARAPHARMA,PARAPHARMA,70000,50000,Non,14,46296
BLEDIL2100,BLEDILAIT CROISSANCE 400G,,BLEDILAIT CROISSANCE 400G,PARAPHARMA,PARAPHARMA,70000,50000,Non,0,46447
BLDC0002,BLEDILAIT CROISSANCE 900G,,BLEDILAIT CROISSANCE 900G,PARAPHARMA,PARAPHARMA,130000,92000,Non,4,46548
BDL1000,BLEDILAIT N°1 900G,,BLEDILAIT N°1 900G,PARAPHARMA,PARAPHARMA,220000,178000,Non,17,46478
BLDA100002,BLEDINA 1°SOUFLES,,BLEDINA 1°SOUFLES,PARAPHARMA,PARAPHARMA,20000,12000,Non,0,46296
BLDN120000,BLEDINA BRASSE BANANE,,BLEDINA BRASSE BANANE,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46195
BLEDIN001,BLEDINA BRASSES  ABRICOT,,BLEDINA BRASSES  ABRICOT,PARAPHARMA,PARAPHARMA,45000,32000,Non,-1,46174
BDLAIT0002,BLEDINA BRASSES FRAMBOISE  FRAISES,,BLEDINA BRASSES FRAMBOISE  FRAISES,PARAPHARMA,PARAPHARMA,45000,32000,Non,25,46305
BLEDIN1001,BLEDINA BRASSES MANGUE  PECHE,,BLEDINA BRASSES MANGUE  PECHE,PARAPHARMA,PARAPHARMA,45000,32000,Non,2,46270
BLEDIN2000,BLEDINA BRASSES VANILLE,,BLEDINA BRASSES VANILLE,PARAPHARMA,PARAPHARMA,45000,32000,Non,11,46234
bl000001,BLEDINA CEREALES COMPLETES AU CACAO,,BLEDINA CEREALES COMPLETES AU CACAO,PARAPHARMA,PARAPHARMA,30000,21000,Non,1,46204
BLD C00001,BLEDINA COMPOTE CAROTTES PATATES DOUCES LOT 2,,BLEDINA COMPOTE CAROTTES PATATES DOUCES LOT 2,PARAPHARMA,PARAPHARMA,45000,32000,Non,1,46539
BLDNA001,BLEDINA COMPOTE CAROTTES SEMOULE DINDE LOT 2,,BLEDINA COMPOTE CAROTTES SEMOULE DINDE LOT 2,PARAPHARMA,PARAPHARMA,45000,32000,Non,6,46508
BLEDIN0003,BLEDINA COMPOTE COCKTAIL FRUITS,,BLEDINA COMPOTE COCKTAIL FRUITS,PARAPHARMA,PARAPHARMA,50000,35500,Non,5,46569
BLNA0001,"BLEDINA COMPOTE HARICOTS VERT,CAROTTES,VEAU",,"BLEDINA COMPOTE HARICOTS VERT,CAROTTES,VEAU",PARAPHARMA,PARAPHARMA,45000,32000,Non,-6,46357
BLEDINA1,BLEDINA COMPOTE HARMONIE DE FRUITS,,BLEDINA COMPOTE HARMONIE DE FRUITS,PARAPHARMA,PARAPHARMA,45000,32000,Non,6,46388
bldna00004,BLEDINA COMPOTE JARDINIERES DE LEGUMES BOEUF,,BLEDINA COMPOTE JARDINIERES DE LEGUMES BOEUF,PARAPHARMA,PARAPHARMA,45000,32000,Non,7,46447
bldna0004,BLEDINA COMPOTE JARDINIERES DE LEGUMES POULET,,BLEDINA COMPOTE JARDINIERES DE LEGUMES POULET,PARAPHARMA,PARAPHARMA,45000,32000,Non,17,46478
bldna0002,"BLEDINA COMPOTE LEGUMES VERTS,POULET",,"BLEDINA COMPOTE LEGUMES VERTS,POULET",PARAPHARMA,PARAPHARMA,45000,32000,Non,7,46478
BLENA01,BLEDINA COMPOTE LOT 1,,BLEDINA COMPOTE LOT 1,PARAPHARMA,PARAPHARMA,20000,14000,Non,9,46419
bledina120,BLEDINA COMPOTE LOT DE 2 BANANE,,BLEDINA COMPOTE LOT DE 2 BANANE,PARAPHARMA,PARAPHARMA,30000,21000,Non,0,46447
BLN1200000,BLEDINA COMPOTE LOT DE 4,,BLEDINA COMPOTE LOT DE 4,PARAPHARMA,PARAPHARMA,100000,71000,Non,1,46327
bdlc000001,BLEDINA COMPOTE LOT DE 8,,BLEDINA COMPOTE LOT DE 8,PARAPHARMA,PARAPHARMA,180000,128500,Non,11,46357
bldna00002,BLEDINA COMPOTE MOUSSELINE DE RATATOUILLE,,BLEDINA COMPOTE MOUSSELINE DE RATATOUILLE,PARAPHARMA,PARAPHARMA,45000,0,Non,1,46478
N°00000004,BLEDINA COMPOTE POMME,,BLEDINA COMPOTE POMME,PARAPHARMA,PARAPHARMA,0,0,Non,0,46997
BLNA02,BLEDINA COMPOTE POMME FRAISE BANANE,,BLEDINA COMPOTE POMME FRAISE BANANE,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46296
BLDA100000,BLEDINA COMPOTE POMME FRAISES,,BLEDINA COMPOTE POMME FRAISES,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46235
BLNA010000,BLEDINA COMPOTE POMME KIWIS ANANAS,,BLEDINA COMPOTE POMME KIWIS ANANAS,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46296
BLNA100002,BLEDINA COMPOTE POMME MANGUE,,BLEDINA COMPOTE POMME MANGUE,PARAPHARMA,PARAPHARMA,50000,35500,Non,1,46600
BLEDIN0002,BLEDINA COMPOTE POMME MANGUE,,BLEDINA COMPOTE POMME MANGUE,PARAPHARMA,PARAPHARMA,50000,35500,Non,0,46388
BLN1000000,BLEDINA COMPOTE POMME MANGUE PASSION,,BLEDINA COMPOTE POMME MANGUE PASSION,PARAPHARMA,PARAPHARMA,45000,32000,Non,5,46419
BLEDINA003,BLEDINA COMPOTE POMME PECHE FRAISE,,BLEDINA COMPOTE POMME PECHE FRAISE,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46388
bled0074,BLEDINA COMPOTE POMME POIRE MANDARINE,,BLEDINA COMPOTE POMME POIRE MANDARINE,PARAPHARMA,PARAPHARMA,45000,0,Non,6,46388
bleda00001,BLEDINA COMPOTE PUREE DE PANAIS DINDE,,BLEDINA COMPOTE PUREE DE PANAIS DINDE,PARAPHARMA,PARAPHARMA,45000,32000,Non,18,46357
BLDNA01,BLEDINA COMPOTE TOMATES RIZ POULET,,BLEDINA COMPOTE TOMATES RIZ POULET,PARAPHARMA,PARAPHARMA,45000,32000,Non,4,46508
bled000003,BLEDINA DOUCEUR VANILLE,,BLEDINA DOUCEUR VANILLE,PARAPHARMA,PARAPHARMA,60000,42000,Non,0,46296
BLN G00001,BLEDINA GOURDE LACTEE,,BLEDINA GOURDE LACTEE,PARAPHARMA,PARAPHARMA,100000,70000,Non,0,46204
blnav00002,BLEDINA MINI LACTE VANILLE,,BLEDINA MINI LACTE VANILLE,PARAPHARMA,PARAPHARMA,50000,35500,Non,9,46296
bledina01,BLEDINA PETIT DEJ,,BLEDINA PETIT DEJ,PARAPHARMA,PARAPHARMA,50000,35500,Non,0,46327
BLEDIN0004,BLEDINA POMME POIRE,,BLEDINA POMME POIRE,PARAPHARMA,PARAPHARMA,0,0,Non,0,46419
bldna00003,"BLEDINA PUREE AUBERGINES,TOMATES,AGNEAU",,"BLEDINA PUREE AUBERGINES,TOMATES,AGNEAU",PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46357
comp sal01,BLEDINA SALADE DE LENTILLES,,BLEDINA SALADE DE LENTILLES,PARAPHARMA,PARAPHARMA,40000,28000,Non,2,46327
BLNE0001,BLEDINE BANANE LAIT,,BLEDINE BANANE LAIT,PARAPHARMA,PARAPHARMA,40000,28500,Non,19,46388
N°0000002,BLEDINE CACAO BISCUITE,,BLEDINE CACAO BISCUITE,PARAPHARMA,PARAPHARMA,60000,42000,Non,6,46388
BLD FRT,BLEDINE FRUITS LAIT,,BLEDINE FRUITS LAIT,PARAPHARMA,PARAPHARMA,40000,28500,Non,14,46631
N°00000003,BLEDINE MULTICEREALES,,BLEDINE MULTICEREALES,PARAPHARMA,PARAPHARMA,60000,42000,Non,3,46357
bldne10001,BLEDINE SAVEUR BISCUIT IMPO,,BLEDINE SAVEUR BISCUIT IMPO,PARAPHARMA,PARAPHARMA,60000,42500,Non,21,46478
NESTL20000,BLEDINE SAVEUR VANILLE GOURMANDE IMPO,,BLEDINE SAVEUR VANILLE GOURMANDE IMPO,PARAPHARMA,PARAPHARMA,60000,42500,Non,15,46478
BLDNE10000,BLEDINE SAVEUR VANILLE IMPO,,BLEDINE SAVEUR VANILLE IMPO,PARAPHARMA,PARAPHARMA,60000,42500,Non,2,46388
BDL01,BLEDINER CAROTTES PETITS POIS,,BLEDINER CAROTTES PETITS POIS,PARAPHARMA,PARAPHARMA,40000,28500,Non,1,46235
BDLNER0001,BLEDINER LEGUMES VARIES,,BLEDINER LEGUMES VARIES,PARAPHARMA,PARAPHARMA,40000,28000,Non,0,46235
BLNER0001,BLEDINER POTIRON,,BLEDINER POTIRON,PARAPHARMA,PARAPHARMA,40000,28500,Non,0,46188
BODY0003,BOBY NASAL ASPIRATOR,,BOBY NASAL ASPIRATOR,PARAPHARMA,PARAPHARMA,150000,100000,Non,3,49644
BACT009,BOL ALVARE,,BOL ALVARE,PARAPHARMA,PARAPHARMA,50000,0,Non,4,47543
ISAN002,BOL BOWL SET,,BOL BOWL SET,PARAPHARMA,PARAPHARMA,50000,0,Non,24,51867
8081031,BOL GOOD-LIFE,,BOL GOOD-LIFE,PARAPHARMA,PARAPHARMA,40000,0,Non,0,47818
IRIS002,BOL KALAS,,BOL KALAS,PARAPHARMA,PARAPHARMA,50000,0,Non,7,51441
278187,BOL MIKEY COMPLET,,BOL MIKEY COMPLET,PARAPHARMA,PARAPHARMA,50000,0,Non,0,51380
7423688,BOL SPIDERMAN COMPLET,,BOL SPIDERMAN COMPLET,PARAPHARMA,PARAPHARMA,50000,0,Non,0,51471
217094,BRISTEL LAVE BIBERON,,BRISTEL LAVE BIBERON,PARAPHARMA,PARAPHARMA,45000,0,Non,0,53114
BACT010,BROSSE CHOFR,,BROSSE CHOFR,PARAPHARMA,PARAPHARMA,15000,0,Non,0,47239
4077481,BROSSE CLASSIC,,BROSSE CLASSIC,PARAPHARMA,PARAPHARMA,20000,0,Non,0,47484
BR45,BROSSE COLGATE CHARBON,,BROSSE COLGATE CHARBON,PARAPHARMA,PARAPHARMA,10000,7000,Non,6,47818
594127,BROSSE COLGATE CLASSIQUE,,BROSSE COLGATE CLASSIQUE,PARAPHARMA,PARAPHARMA,10000,7500,Non,2,47515
PRES004,BROSSE COLGATE DOUBLE ACTION,,BROSSE COLGATE DOUBLE ACTION,PARAPHARMA,PARAPHARMA,10000,5000,Non,18,47604
BROS007,BROSSE COLGATE ENFANT 2-5 ANS,,BROSSE COLGATE ENFANT 2-5 ANS,PARAPHARMA,PARAPHARMA,20000,7500,Non,3,47788
SAIR001,BROSSE COLGATE INTENSE LOT3,,BROSSE COLGATE INTENSE LOT3,PARAPHARMA,PARAPHARMA,50000,0,Non,0,46388
PROT005,BROSSE COLGATE MEDIUM LOT DE 2,,BROSSE COLGATE MEDIUM LOT DE 2,PARAPHARMA,PARAPHARMA,20000,0,Non,-2,46388
COLG012,BROSSE COLGATE ZIGZAG,,BROSSE COLGATE ZIGZAG,PARAPHARMA,PARAPHARMA,20000,13500,Non,0,47574
BROS001,BROSSE CONCORD,,BROSSE CONCORD,PARAPHARMA,PARAPHARMA,20000,15000,Non,0,45658
LUN0002,BROSSE DE NETOYAGE BABY SILICONE,,BROSSE DE NETOYAGE BABY SILICONE,PARAPHARMA,PARAPHARMA,30000,0,Non,0,47696
6100212,BROSSE DE NETOYAGE TAMME TOOPE,,BROSSE DE NETOYAGE TAMME TOOPE,PARAPHARMA,PARAPHARMA,40000,0,Non,0,47696
27557,BROSSE DE NETTOYAGE BIBERON,,BROSSE DE NETTOYAGE BIBERON,PARAPHARMA,PARAPHARMA,30000,0,Non,0,46753
brosse den,BROSSE DENTALUX ENFANT,,BROSSE DENTALUX ENFANT,PARAPHARMA,PARAPHARMA,0,0,Non,-1,47818
brosse jun,BROSSE DENTALUX JUNIOR EXTRA SOUPLE,,BROSSE DENTALUX JUNIOR EXTRA SOUPLE,PARAPHARMA,PARAPHARMA,0,0,Non,-1,47818
BR9854,BROSSE DENTILEX LOT DE 2,,BROSSE DENTILEX LOT DE 2,PARAPHARMA,PARAPHARMA,30000,0,Non,33,47484
KRUG004,BROSSE DR ORAL,,BROSSE DR ORAL,PARAPHARMA,PARAPHARMA,10000,0,Non,2,51714
