Code,Nom,DCI,Marque,Categorie,Rayon,Prix Vente,Prix Achat,Rx,Quantite,Date de preremption
8189397,NIVEA GEL DOUCHE,,NIVEA GEL DOUCHE,PARAPHARMA,PARAPHARMA,55000,0,Non,0,45261
8246434,NIVEA LAIT,,NIVEA LAIT,PARAPHARMA,PARAPHARMA,40000,0,Non,0,44927
NIVE001,NIVEA SENSATION,,NIVEA SENSATION,PARAPHARMA,PARAPHARMA,40000,0,Non,0,45200
NUHA0002,NUHANCIAM GEL DOUCHE DOUCEUR,,NUHANCIAM GEL DOUCHE DOUCEUR,PARAPHARMA,PARAPHARMA,160000,114000,Non,5,47818
NUHA00001,NUHANCIAM LAIT CORPS ECLAIRCISSANT TACHES,,NUHANCIAM LAIT CORPS ECLAIRCISSANT TACHES,PARAPHARMA,PARAPHARMA,300000,214000,Non,5,47818
NURS001,NURSY CREME,,NURSY CREME,PARAPHARMA,PARAPHARMA,80000,0,Non,0,45597
NURS002,NURSY GEL,,NURSY GEL,PARAPHARMA,PARAPHARMA,40000,0,Non,0,45597
99147,OLAY BODY SAVON,,OLAY BODY SAVON,PARAPHARMA,PARAPHARMA,20000,0,Non,0,44196
9931474,OLAY GEL DOUCHE,,OLAY GEL DOUCHE,PARAPHARMA,PARAPHARMA,70000,0,Non,0,44196
28182,OLD SPICE PURE SPORT,,OLD SPICE PURE SPORT,PARAPHARMA,PARAPHARMA,45000,0,Non,0,43922
OEDE005,OMBIA CIEN,,OMBIA CIEN,PARAPHARMA,PARAPHARMA,25000,0,Non,0,47757
OMBI001,OMBIA GEL,,OMBIA GEL,PARAPHARMA,PARAPHARMA,35000,0,Non,0,47757
OMEG004,OMEGA 3 GELLU,,OMEGA 3 GELLU,PARAPHARMA,PARAPHARMA,1000,0,Non,0,45627
1000930,ONE MAN SHOW,,ONE MAN SHOW,PARAPHARMA,PARAPHARMA,180000,0,Non,0,43831
8556719,ORGANICS SHEA BUTTER,,ORGANICS SHEA BUTTER,PARAPHARMA,PARAPHARMA,65000,0,Non,0,43831
8523406,ORGANICS SMOOTHING SERUM,,ORGANICS SMOOTHING SERUM,PARAPHARMA,PARAPHARMA,65000,0,Non,0,43831
9472744,PALMOLIVE SHAMPOOING,,PALMOLIVE SHAMPOOING,PARAPHARMA,PARAPHARMA,40000,0,Non,0,44044
COTO003,PAMPER MOTS D'ENFANT DOUCEURS N5,,PAMPER MOTS D'ENFANT DOUCEURS N5,PARAPHARMA,PARAPHARMA,200000,0,Non,0,47635
pamp00002,PAMPERS ADULT SLEEPY,,PAMPERS ADULT SLEEPY,PARAPHARMA,PARAPHARMA,80000,57000,Non,4,47818
PAMP0001,PAMPERS ADULTE AIWINA L,,PAMPERS ADULTE AIWINA L,PARAPHARMA,PARAPHARMA,85000,60000,Non,10,47818
PAMP0003,PAMPERS ADULTE AIWINA PANT L,,PAMPERS ADULTE AIWINA PANT L,PARAPHARMA,PARAPHARMA,100000,71000,Non,10,47818
PAMP0004,PAMPERS ADULTE AIWINA PANT XL,,PAMPERS ADULTE AIWINA PANT XL,PARAPHARMA,PARAPHARMA,100000,71000,Non,7,47818
PAMP0002,PAMPERS ADULTE AIWINA XL,,PAMPERS ADULTE AIWINA XL,PARAPHARMA,PARAPHARMA,85000,60000,Non,10,47818
PAMP0006,PAMPERS AWIBI N°2,,PAMPERS AWIBI N°2,PARAPHARMA,PARAPHARMA,85000,60000,Non,3,47818
PAMP0007,PAMPERS AWIBI N°3,,PAMPERS AWIBI N°3,PARAPHARMA,PARAPHARMA,85000,60000,Non,3,47818
awib01,PAMPERS AWIBI N°5,,PAMPERS AWIBI N°5,PARAPHARMA,PARAPHARMA,85000,60000,Non,4,47088
awi0000001,PAMPERS AWIBI N°6,,PAMPERS AWIBI N°6,PARAPHARMA,PARAPHARMA,85000,60000,Non,5,47088
pamp0005,PAMPERS AWIBI N4,,PAMPERS AWIBI N4,PARAPHARMA,PARAPHARMA,85000,60000,Non,12,47088
PAMP00013,PAMPERS AWIBI PANT N°3,,PAMPERS AWIBI PANT N°3,PARAPHARMA,PARAPHARMA,85000,60000,Non,2,47818
awib00002,PAMPERS AWIBI PANT N°4,,PAMPERS AWIBI PANT N°4,PARAPHARMA,PARAPHARMA,85000,57000,Non,0,49644
PAMP00012,PAMPERS AWIBI PANT N°5,,PAMPERS AWIBI PANT N°5,PARAPHARMA,PARAPHARMA,85000,71000,Non,0,47818
9414118,PAMPERS BABY DRY N°6,,PAMPERS BABY DRY N°6,PARAPHARMA,PARAPHARMA,450000,38500,Non,3,47484
4777124,PAMPERS BABY DRY N03 P/186,,PAMPERS BABY DRY N03 P/186,PARAPHARMA,PARAPHARMA,450000,38500,Non,0,47484
9541655,PAMPERS BABY DRY PANTS N°4,,PAMPERS BABY DRY PANTS N°4,PARAPHARMA,PARAPHARMA,200000,0,Non,1,47604
9600023,PAMPERS BABY DRY PANTS N°5,,PAMPERS BABY DRY PANTS N°5,PARAPHARMA,PARAPHARMA,200000,38500,Non,1,47484
3482137,PAMPERS BABY DRY PANTS N04 P/41,,PAMPERS BABY DRY PANTS N04 P/41,PARAPHARMA,PARAPHARMA,450000,7500,Non,4,50406
DRY001,PAMPERS DRYNITES,,PAMPERS DRYNITES,PARAPHARMA,PARAPHARMA,150000,100000,Non,10,46459
348213A,PAMPERS LOT D'ENFANT N06,,PAMPERS LOT D'ENFANT N06,PARAPHARMA,PARAPHARMA,220000,0,Non,0,47484
COTO006,PAMPERS MOT D'ENFANT DOUCEURS N4,,PAMPERS MOT D'ENFANT DOUCEURS N4,PARAPHARMA,PARAPHARMA,200000,0,Non,0,47635
9414668,PAMPERS MOTS D'ENFNT CONFORT N6,,PAMPERS MOTS D'ENFNT CONFORT N6,PARAPHARMA,PARAPHARMA,200000,42500,Non,0,47484
222200,PAMPERS MOTS D'ENFNT DOUCEURS N3,,PAMPERS MOTS D'ENFNT DOUCEURS N3,PARAPHARMA,PARAPHARMA,200000,50000,Non,0,47604
COTO005,PAMPERS MOTS D'ENFNT ULTRA CONFORT N5,,PAMPERS MOTS D'ENFNT ULTRA CONFORT N5,PARAPHARMA,PARAPHARMA,230000,0,Non,3,47635
8051058,PAMPERS SIRIUS N4,,PAMPERS SIRIUS N4,PARAPHARMA,PARAPHARMA,75000,17405,Non,2,46874
PPM00001,PAPERS MINTS,,PAPERS MINTS,PARAPHARMA,PARAPHARMA,25000,17500,Non,52,47818
PARO009,PARODONTAX BAIN DE BOUCHE,,PARODONTAX BAIN DE BOUCHE,PARAPHARMA,PARAPHARMA,91000,45000,Non,0,44531
1478343,PAROGENCYL PATE DENT,,PAROGENCYL PATE DENT,PARAPHARMA,PARAPHARMA,45150,30493,Non,0,41458
PARO005,PAROX SOLUTION  BB 100ML,,PAROX SOLUTION  BB 100ML,PARAPHARMA,PARAPHARMA,20000,0,Non,0,43770
PARO006,PAROX SOLUTION  BB 300ML,,PAROX SOLUTION  BB 300ML,PARAPHARMA,PARAPHARMA,40000,0,Non,0,43739
P0012,PATE COLGATE CHARBON,,PATE COLGATE CHARBON,PARAPHARMA,PARAPHARMA,25000,14000,Non,0,46584
PATE007,PATE COLGATE TOTAL,,PATE COLGATE TOTAL,PARAPHARMA,PARAPHARMA,25000,0,Non,0,47058
p0015,PATE COLGATE TRIPLE ACTION,,PATE COLGATE TRIPLE ACTION,PARAPHARMA,PARAPHARMA,20000,12000,Non,12,46450
PATE002,PATE DENTALUX COMPLEX 3,,PATE DENTALUX COMPLEX 3,PARAPHARMA,PARAPHARMA,20000,0,Non,0,45748
PATE008,PATE DENTALUX COMPLEX 5,,PATE DENTALUX COMPLEX 5,PARAPHARMA,PARAPHARMA,25000,0,Non,0,46082
PATE009,PATE DENTALUX COMPLEX 7,,PATE DENTALUX COMPLEX 7,PARAPHARMA,PARAPHARMA,30000,0,Non,0,44896
DENT005,PATE DENTALUX ENFANT,,PATE DENTALUX ENFANT,PARAPHARMA,PARAPHARMA,20000,15000,Non,0,45962
LON1254,PATE LONGRICH GRAND,,PATE LONGRICH GRAND,PARAPHARMA,PARAPHARMA,60000,18000,Non,0,46722
PA524,PATE SIGNAL ENFANT,,PATE SIGNAL ENFANT,PARAPHARMA,PARAPHARMA,30000,10000,Non,0,46722
PA0452,PATE SIGNAL POMPE,,PATE SIGNAL POMPE,PARAPHARMA,PARAPHARMA,40000,15000,Non,0,46722
PAT00001,PATTE COLGATE ENFANT 0 A 2ANS,,PATTE COLGATE ENFANT 0 A 2ANS,PARAPHARMA,PARAPHARMA,15000,10500,Non,9,46722
PATT0002,PATTE COLGATE ENFANT 2-5 ANS,,PATTE COLGATE ENFANT 2-5 ANS,PARAPHARMA,PARAPHARMA,15000,10500,Non,0,46722
MDNN0001,PATTE MEDIANN GRAND,,PATTE MEDIANN GRAND,PARAPHARMA,PARAPHARMA,20000,14000,Non,3,46692
PROC002,PATTE MEDIANN PETIT,,PATTE MEDIANN PETIT,PARAPHARMA,PARAPHARMA,15000,0,Non,4,51136
P478,PEPPER MINT SPRAY,,PEPPER MINT SPRAY,PARAPHARMA,PARAPHARMA,25000,16000,Non,23,46722
PTT00001,PETIT BISCUIT NESTLE,,PETIT BISCUIT NESTLE,PARAPHARMA,PARAPHARMA,60000,42500,Non,0,46357
6200374,PHARMAPUR SAVON CLASSIQUE,,PHARMAPUR SAVON CLASSIQUE,PARAPHARMA,PARAPHARMA,12000,0,Non,0,44044
PHYS02,PHYSIOLAC BIO AR N°1 800G,,PHYSIOLAC BIO AR N°1 800G,PARAPHARMA,PARAPHARMA,360000,257000,Non,0,46327
PHYSIO1000,PHYSIOLAC BIO CACAO,,PHYSIOLAC BIO CACAO,PARAPHARMA,PARAPHARMA,65000,46200,Non,0,46478
PHYSIOLA01,PHYSIOLAC BIO N°1 800G,,PHYSIOLAC BIO N°1 800G,PARAPHARMA,PARAPHARMA,280000,200000,Non,7,47178
PHYSIOLA2,PHYSIOLAC BIO N°2 800G,,PHYSIOLAC BIO N°2 800G,PARAPHARMA,PARAPHARMA,280000,200000,Non,5,47178
PHYS01,PHYSIOLAC BIO N°3 800G,,PHYSIOLAC BIO N°3 800G,PARAPHARMA,PARAPHARMA,280000,200000,Non,13,47178
PHYS03,PHYSIOLAC DIARRHEES,,PHYSIOLAC DIARRHEES,PARAPHARMA,PARAPHARMA,175000,125000,Non,0,46935
PHYS0003,PHYSIOLAC N°2 800G,,PHYSIOLAC N°2 800G,PARAPHARMA,PARAPHARMA,200000,140000,Non,7,47119
PHYS00002,PHYSIOLAC N°3 400G,,PHYSIOLAC N°3 400G,PARAPHARMA,PARAPHARMA,100000,64000,Non,25,47119
PHYSIOLAC1,PHYSIOLAC N°3 800G,,PHYSIOLAC N°3 800G,PARAPHARMA,PARAPHARMA,200000,140000,Non,13,46935
PIOR001,PIOREX BAIN DE BOUCHE 012%,,PIOREX BAIN DE BOUCHE 012%,PARAPHARMA,PARAPHARMA,20000,0,Non,0,44986
POM P00001,POM POTES LOT DE 12,,POM POTES LOT DE 12,PARAPHARMA,PARAPHARMA,120000,32000,Non,-17,46388
7102284,POM POTES LOT DE 16,,POM POTES LOT DE 16,PARAPHARMA,PARAPHARMA,130000,92500,Non,0,46235
ONET004,POT DE CONSERVATION DBD,,POT DE CONSERVATION DBD,PARAPHARMA,PARAPHARMA,50000,0,Non,2,47027
PR4587,PR FRANCOIS BEDON BAUME PURIFIANT,,PR FRANCOIS BEDON BAUME PURIFIANT,PARAPHARMA,PARAPHARMA,500000,0,Non,2,47484
PR007,PR FRANCOIS BEDON BAUME PURIFIANT CAROTTE,,PR FRANCOIS BEDON BAUME PURIFIANT CAROTTE,PARAPHARMA,PARAPHARMA,500000,0,Non,2,47484
PR10045,PR FRANCOIS BEDON BAUME PURIFIANT REPARATEUR,,PR FRANCOIS BEDON BAUME PURIFIANT REPARATEUR,PARAPHARMA,PARAPHARMA,700000,0,Non,3,47484
PR04595,PR FRANCOIS BEDON BOOSTER CAROTTE,,PR FRANCOIS BEDON BOOSTER CAROTTE,PARAPHARMA,PARAPHARMA,800000,0,Non,2,47484
4802719,PR FRANCOIS BEDON CREME CAROTTE,,PR FRANCOIS BEDON CREME CAROTTE,PARAPHARMA,PARAPHARMA,280000,1000,Non,3,51533
PR7410,PR FRANCOIS BEDON CREME REPARATEUR,,PR FRANCOIS BEDON CREME REPARATEUR,PARAPHARMA,PARAPHARMA,500000,0,Non,1,47484
PR000458,PR FRANCOIS BEDON CREME ROYAL,,PR FRANCOIS BEDON CREME ROYAL,PARAPHARMA,PARAPHARMA,480000,0,Non,3,47484
PR0005,PR FRANCOIS BEDON LAIT CAROTTE,,PR FRANCOIS BEDON LAIT CAROTTE,PARAPHARMA,PARAPHARMA,460000,0,Non,4,47484
PR00254,PR FRANCOIS BEDON LAIT CAVIAR,,PR FRANCOIS BEDON LAIT CAVIAR,PARAPHARMA,PARAPHARMA,600000,0,Non,3,47484
PR0054,PR FRANCOIS BEDON LAIT HOMME,,PR FRANCOIS BEDON LAIT HOMME,PARAPHARMA,PARAPHARMA,460000,0,Non,3,47484
PR4780,PR FRANCOIS BEDON LAIT REPARATEUR,,PR FRANCOIS BEDON LAIT REPARATEUR,PARAPHARMA,PARAPHARMA,800000,0,Non,4,47484
PR00452,PR FRANCOIS BEDON LAIT ROYAL,,PR FRANCOIS BEDON LAIT ROYAL,PARAPHARMA,PARAPHARMA,700000,0,Non,4,47484
PR005,PR FRANCOIS BEDON SAVON CAROTTE,,PR FRANCOIS BEDON SAVON CAROTTE,PARAPHARMA,PARAPHARMA,180000,0,Non,3,47484
PR45969,PR FRANCOIS BEDON SAVON CAVIAR,,PR FRANCOIS BEDON SAVON CAVIAR,PARAPHARMA,PARAPHARMA,200000,0,Non,3,47484
PR0045,PR FRANCOIS BEDON SAVON HOMME,,PR FRANCOIS BEDON SAVON HOMME,PARAPHARMA,PARAPHARMA,180000,0,Non,3,47484
PR4470,PR FRANCOIS BEDON SAVON REPARATEUR,,PR FRANCOIS BEDON SAVON REPARATEUR,PARAPHARMA,PARAPHARMA,450000,0,Non,3,47484
31214,PR FRANCOIS BEDON SAVON ROYAL,,PR FRANCOIS BEDON SAVON ROYAL,PARAPHARMA,PARAPHARMA,400000,0,Non,3,47484
PR006,PR FRANCOIS BEDON SERUM CAROTTE,,PR FRANCOIS BEDON SERUM CAROTTE,PARAPHARMA,PARAPHARMA,210000,0,Non,3,47484
PR778963,PR FRANCOIS BEDON SERUM REPARATEUR,,PR FRANCOIS BEDON SERUM REPARATEUR,PARAPHARMA,PARAPHARMA,500000,0,Non,3,47484
301464,PR FRANCOIS BEDON SERUM ROYAL,,PR FRANCOIS BEDON SERUM ROYAL,PARAPHARMA,PARAPHARMA,450000,5625,Non,3,51987
PRES005,PRESERVATIF CONDOM,,PRESERVATIF CONDOM,PARAPHARMA,PARAPHARMA,5000,0,Non,0,44805
PRESV005,PRESERVATIF INNOTEX RETARDENT,,PRESERVATIF INNOTEX RETARDENT,PARAPHARMA,PARAPHARMA,16000,0,Non,0,44166
6405691,PRESERVATIF KISS GOLD B/3,,PRESERVATIF KISS GOLD B/3,PARAPHARMA,PARAPHARMA,20000,0,Non,0,45689
1612605,PRESERVATIF MANIX ENDURANCE B/12,,PRESERVATIF MANIX ENDURANCE B/12,PARAPHARMA,PARAPHARMA,73050,49358,Non,0,41548
4007410,PRESERVATIF PRESA B/3,,PRESERVATIF PRESA B/3,PARAPHARMA,PARAPHARMA,10000,3571,Non,0,45870
660035,PRESERVATIF SOFTIE B/3,,PRESERVATIF SOFTIE B/3,PARAPHARMA,PARAPHARMA,18000,0,Non,0,45778
1059,PRESEVATIF INNOTEX B/3,,PRESEVATIF INNOTEX B/3,PARAPHARMA,PARAPHARMA,15000,5816,Non,0,42461
prof000000,PROFESSIOAL - CARE,,PROFESSIOAL - CARE,PARAPHARMA,PARAPHARMA,30000,20500,Non,1,47818
RAZO001,PURSSENTIEL,,PURSSENTIEL,PARAPHARMA,PARAPHARMA,50000,0,Non,3,52018
90396,QEI + LAIT ORIENTAL,,QEI + LAIT ORIENTAL,PARAPHARMA,PARAPHARMA,300000,49000,Non,0,47727
7900013,QEI + SAVON ACTIVE HARMONIE,,QEI + SAVON ACTIVE HARMONIE,PARAPHARMA,PARAPHARMA,150000,0,Non,2,51441
89857,QEI + SAVON OR,,QEI + SAVON OR,PARAPHARMA,PARAPHARMA,160000,23400,Non,1,47727
7900099,QEI + SAVON PRIVILEGE,,QEI + SAVON PRIVILEGE,PARAPHARMA,PARAPHARMA,150000,0,Non,2,51502
9555412,QEI + SAVON REPARATEUR,,QEI + SAVON REPARATEUR,PARAPHARMA,PARAPHARMA,150000,0,Non,0,47484
DOU003,QEI + SERM PREVELEGE,,QEI + SERM PREVELEGE,PARAPHARMA,PARAPHARMA,150000,1000,Non,2,47515
6009288,QEI + SERUM EXTREME,,QEI + SERUM EXTREME,PARAPHARMA,PARAPHARMA,150000,0,Non,2,51136
8000162,QEI + SERUM OR,,QEI + SERUM OR,PARAPHARMA,PARAPHARMA,150000,0,Non,2,51502
222187,QEI + SERUM REPARATEUR,,QEI + SERUM REPARATEUR,PARAPHARMA,PARAPHARMA,150000,50000,Non,2,47604
Q145,QMIX LAIT A LA BUSSEROLE,,QMIX LAIT A LA BUSSEROLE,PARAPHARMA,PARAPHARMA,300000,0,Non,5,47484
Q484,QMIX LAIT ALOE VERA ET CAROTTE,,QMIX LAIT ALOE VERA ET CAROTTE,PARAPHARMA,PARAPHARMA,370000,0,Non,6,47484
Q1225,QMIX LAIT CAROTTE ET PAPAYE,,QMIX LAIT CAROTTE ET PAPAYE,PARAPHARMA,PARAPHARMA,300000,0,Non,6,47484
Q585,QMIX LAIT NIACINAMIDE ET HERBE DE TIGRE,,QMIX LAIT NIACINAMIDE ET HERBE DE TIGRE,PARAPHARMA,PARAPHARMA,370000,0,Non,5,47484
Q96540,QMIX SAVON CAROTTE ET PAPAYE,,QMIX SAVON CAROTTE ET PAPAYE,PARAPHARMA,PARAPHARMA,150000,0,Non,6,47484
Q7896,QMIX SAVON NOYAUX D'ABRICOT,,QMIX SAVON NOYAUX D'ABRICOT,PARAPHARMA,PARAPHARMA,150000,0,Non,5,47484
4331995,RAPID CLAIR GEL CREME,,RAPID CLAIR GEL CREME,PARAPHARMA,PARAPHARMA,20000,0,Non,0,43831
597043,RASOIR BLADE,,RASOIR BLADE,PARAPHARMA,PARAPHARMA,50000,0,Non,0,51441
1021409,RECHARGE MACH 3,,RECHARGE MACH 3,PARAPHARMA,PARAPHARMA,100000,60000,Non,0,45658
90666,RECOTTE BIO CAROTTE,,RECOTTE BIO CAROTTE,PARAPHARMA,PARAPHARMA,30000,0,Non,0,46143
9051514,RECOTTE BIO HARICOT VERT,,RECOTTE BIO HARICOT VERT,PARAPHARMA,PARAPHARMA,30000,0,Non,0,46357
90455,RECRE OLE 12 GOURDES,,RECRE OLE 12 GOURDES,PARAPHARMA,PARAPHARMA,120000,25073,Non,1,46327
FRAN006,RECRE OLE 20 GOURDES,,RECRE OLE 20 GOURDES,PARAPHARMA,PARAPHARMA,190000,0,Non,0,46113
REFL001,REFLEX PATE,,REFLEX PATE,PARAPHARMA,PARAPHARMA,15000,0,Non,0,44470
REXO002,REXONA ADVENTURE MAN,,REXONA ADVENTURE MAN,PARAPHARMA,PARAPHARMA,40000,0,Non,0,44105
rid00001,RIDIELAC LAIT  ET BLE,,RIDIELAC LAIT  ET BLE,PARAPHARMA,PARAPHARMA,35000,25000,Non,0,46569
ROG0001,ROGE CAVAILLES GEL BAIN DOUCHE,,ROGE CAVAILLES GEL BAIN DOUCHE,PARAPHARMA,PARAPHARMA,90000,64000,Non,5,47818
170625,ROXANA,,ROXANA,PARAPHARMA,PARAPHARMA,35000,25000,Non,0,47484
sachet0022,SACHET DE CONSERVATION MOME EASY,,SACHET DE CONSERVATION MOME EASY,PARAPHARMA,PARAPHARMA,100000,71000,Non,6,49644
4360032,SANTA DOUCHE,,SANTA DOUCHE,PARAPHARMA,PARAPHARMA,30000,5000,Non,0,46174
SAVO014,SAVON ACNEREX,,SAVON ACNEREX,PARAPHARMA,PARAPHARMA,49000,0,Non,0,46784
50003,SAVON BRILA,,SAVON BRILA,PARAPHARMA,PARAPHARMA,15000,0,Non,0,45292
50019,SAVON BRILA MIEL,,SAVON BRILA MIEL,PARAPHARMA,PARAPHARMA,13000,0,Non,0,43831
6602075,SAVON CIEN,,SAVON CIEN,PARAPHARMA,PARAPHARMA,20000,0,Non,0,47696
9590055,SAVON CLEOPATRA,,SAVON CLEOPATRA,PARAPHARMA,PARAPHARMA,10000,0,Non,0,45809
24000,SAVON DETTOL,,SAVON DETTOL,PARAPHARMA,PARAPHARMA,35000,25000,Non,5,47574
DIAL001,SAVON DIADERMINE,,SAVON DIADERMINE,PARAPHARMA,PARAPHARMA,30000,15000,Non,0,45658
DOVE001,SAVON DOVE,,SAVON DOVE,PARAPHARMA,PARAPHARMA,15000,0,Non,0,45444
43708,SAVON DUDU-OSUN 150G,,SAVON DUDU-OSUN 150G,PARAPHARMA,PARAPHARMA,35000,0,Non,0,45809
SAVO002,SAVON FAIRSOL,,SAVON FAIRSOL,PARAPHARMA,PARAPHARMA,49000,0,Non,0,46235
277510,SAVON IRISH SPRING,,SAVON IRISH SPRING,PARAPHARMA,PARAPHARMA,15000,0,Non,0,45992
SAVO004,SAVON KETO,,SAVON KETO,PARAPHARMA,PARAPHARMA,49000,0,Non,6,46753
666009,SAVON LE CHAT,,SAVON LE CHAT,PARAPHARMA,PARAPHARMA,15000,6666,Non,0,45809
MEDI005,SAVON LONGRICH,,SAVON LONGRICH,PARAPHARMA,PARAPHARMA,35000,20000,Non,0,45748
SAVO009,SAVON MEDEPHIL,,SAVON MEDEPHIL,PARAPHARMA,PARAPHARMA,45000,0,Non,5,47119
453355,SAVON MISS PARIS,,SAVON MISS PARIS,PARAPHARMA,PARAPHARMA,10000,5000,Non,0,45778
6200343,SAVON NEUTRADERM BABY,,SAVON NEUTRADERM BABY,PARAPHARMA,PARAPHARMA,71000,0,Non,0,45931
8135318,SAVON NIVEA,,SAVON NIVEA,PARAPHARMA,PARAPHARMA,15000,0,Non,0,43831
6003698,SAVON POUR LA MAINS,,SAVON POUR LA MAINS,PARAPHARMA,PARAPHARMA,20000,0,Non,0,47484
SAVO005,SAVON PROTEX,,SAVON PROTEX,PARAPHARMA,PARAPHARMA,15000,0,Non,0,46082
7686,SAVON ROCKY,,SAVON ROCKY,PARAPHARMA,PARAPHARMA,10000,5000,Non,0,45292
1700002,SAVON SAFEX,,SAVON SAFEX,PARAPHARMA,PARAPHARMA,10000,5000,Non,0,46054
SAVO008,SAVON SKINN-C,,SAVON SKINN-C,PARAPHARMA,PARAPHARMA,45000,0,Non,5,47119
SANT001,SAVON SUPER CLAIR,,SAVON SUPER CLAIR,PARAPHARMA,PARAPHARMA,10000,6000,Non,0,45658
10440,SAVON USA,,SAVON USA,PARAPHARMA,PARAPHARMA,35000,0,Non,0,47484
8440129,SAVON VEGEBOM,,SAVON VEGEBOM,PARAPHARMA,PARAPHARMA,35000,0,Non,0,45292
SACP002,SCIEN BABY,,SCIEN BABY,PARAPHARMA,PARAPHARMA,50000,0,Non,0,46388
PHAR0010,SENSODY PRONAMEL,,SENSODY PRONAMEL,PARAPHARMA,PARAPHARMA,85000,0,Non,1,46478
8205756,SENSODYNE BAIN DE BOUCHE,,SENSODYNE BAIN DE BOUCHE,PARAPHARMA,PARAPHARMA,70000,35500,Non,8,46539
SAVO019,SENSODYNE BLANCHISSANT,,SENSODYNE BLANCHISSANT,PARAPHARMA,PARAPHARMA,80000,0,Non,0,46478
4500015,SENSODYNE PATE ACTION SENSIBILITE,,SENSODYNE PATE ACTION SENSIBILITE,PARAPHARMA,PARAPHARMA,60000,35000,Non,0,46174
HUGG003,SENSODYNE PATE SOIN BLANCHEUR,,SENSODYNE PATE SOIN BLANCHEUR,PARAPHARMA,PARAPHARMA,60000,45000,Non,0,45323
LORE001,SERUM EX,,SERUM EX,PARAPHARMA,PARAPHARMA,25000,15000,Non,0,45931
7010280,SERUM EXCLUSIVE,,SERUM EXCLUSIVE,PARAPHARMA,PARAPHARMA,105000,0,Non,0,47696
alvar00002,SET PEANCETS,,SET PEANCETS,PARAPHARMA,PARAPHARMA,60000,42000,Non,3,47818
281825,SHINE BABY,,SHINE BABY,PARAPHARMA,PARAPHARMA,45000,0,Non,0,47818
SIGN001,SIGNAL BAIN DE BOUCHE,,SIGNAL BAIN DE BOUCHE,PARAPHARMA,PARAPHARMA,50000,0,Non,0,46388
PERL001,SIGNAL ENTEGRAL 8,,SIGNAL ENTEGRAL 8,PARAPHARMA,PARAPHARMA,30000,0,Non,1,51136
PATE005,SIGNAL HALEINE PRERE,,SIGNAL HALEINE PRERE,PARAPHARMA,PARAPHARMA,30000,0,Non,0,51775
PHYL001,SIGNAL PROTECTION CARIES,,SIGNAL PROTECTION CARIES,PARAPHARMA,PARAPHARMA,50000,0,Non,0,51136
alvar00005,SILICONE TABLE WARE,,SILICONE TABLE WARE,PARAPHARMA,PARAPHARMA,80000,57000,Non,2,47818
100137,SINPLI CHOISE MEDIUM LOT 4,,SINPLI CHOISE MEDIUM LOT 4,PARAPHARMA,PARAPHARMA,30000,0,Non,0,51288
8062267,SMART DEO,,SMART DEO,PARAPHARMA,PARAPHARMA,25000,0,Non,0,42339
7101523,SNONAS CREME,,SNONAS CREME,PARAPHARMA,PARAPHARMA,20000,0,Non,0,43831
7301046,SNONAS DEO SPRAY,,SNONAS DEO SPRAY,PARAPHARMA,PARAPHARMA,25000,0,Non,0,43831
7302012,SNONAS ESPUMA MOUCHE A RASER,,SNONAS ESPUMA MOUCHE A RASER,PARAPHARMA,PARAPHARMA,40000,0,Non,0,43831
7101509,SNONAS GEL CREME,,SNONAS GEL CREME,PARAPHARMA,PARAPHARMA,40000,0,Non,0,43831
7201095,SNONAS PARFUM,,SNONAS PARFUM,PARAPHARMA,PARAPHARMA,45000,0,Non,0,43831
1700023,SO WHITE CRÈME GEL,,SO WHITE CRÈME GEL,PARAPHARMA,PARAPHARMA,40000,0,Non,0,44166
1700012,SO WHITE GEL DOUCHE,,SO WHITE GEL DOUCHE,PARAPHARMA,PARAPHARMA,100000,0,Non,0,44196
1700092,SO WHITE HUILE ECLAIRCISSANTE,,SO WHITE HUILE ECLAIRCISSANTE,PARAPHARMA,PARAPHARMA,55000,0,Non,0,44166
1700022,SO WHITE LAIT SKIN ÉCLAIRCISSANT,,SO WHITE LAIT SKIN ÉCLAIRCISSANT,PARAPHARMA,PARAPHARMA,105000,0,Non,0,44196
1700080,SO WHITE LINGETTES INTIME,,SO WHITE LINGETTES INTIME,PARAPHARMA,PARAPHARMA,36000,0,Non,0,41244
1700091,SO WHITE LOTION PURIFIANTE,,SO WHITE LOTION PURIFIANTE,PARAPHARMA,PARAPHARMA,70000,0,Non,0,44166
1117888,STICK CADUM,,STICK CADUM,PARAPHARMA,PARAPHARMA,25000,0,Non,0,46753
56664,STICK DOVE,,STICK DOVE,PARAPHARMA,PARAPHARMA,35000,0,Non,9,47574
DOV00001,STICK DOVE,,STICK DOVE,PARAPHARMA,PARAPHARMA,0,0,Non,0,46447
8001705,STICK LEVRES TOPICREAM,,STICK LEVRES TOPICREAM,PARAPHARMA,PARAPHARMA,35000,2630,Non,0,45778
2700023,STICK L'OREAL,,STICK L'OREAL,PARAPHARMA,PARAPHARMA,35000,0,Non,0,47484
21011,STICK NARTA,,STICK NARTA,PARAPHARMA,PARAPHARMA,40000,28500,Non,10,47696
8307715,STICK NIVEA,,STICK NIVEA,PARAPHARMA,PARAPHARMA,35000,25000,Non,10,46813
stick001,STICK REXONA,,STICK REXONA,PARAPHARMA,PARAPHARMA,35000,25000,Non,0,47818
