Code,Nom,DCI,Marque,Categorie,Forme,Prix Vente,Prix Achat,Rx,Quantite,Peremption
PN1092,Sterdex pde,,,Autre,Comprime,0,0,Non,0,
PN1093,Respibien gtte,,,Autre,Comprime,0,0,Non,1,
PN1094,Rifamycine cy,,,Autre,Comprime,0,0,Non,0,
PN1095,Polydexa gtte,,,Autre,Comprime,0,0,Non,18,
PN1096,Polyfresh cy,,,Autre,Comprime,0,0,Non,3,
PN1097,Physiodose 15 unidose,,,Autre,Comprime,0,0,Non,5,
PN1098,Physiodose 30 unidoses,,,Autre,Comprime,0,0,Non,3,
PN1099,Tetracycline pde,,,Autre,Comprime,0,0,Non,10,
PN1100,Ofusine cy,,,Autre,Comprime,0,0,Non,0,
PN1101,Otrivine enf gtte,,,Autre,Comprime,0,0,Non,2,
PN1102,Otrivine A/D gtte,,,Autre,Comprime,0,0,Non,0,
PN1103,Otofa gtte,,,Autre,Comprime,0,0,Non,0,
PN1104,Otipax gtte,,,Autre,Comprime,0,0,Non,0,
PN1105,Boncipro gtte/cy,,,Autre,Comprime,0,0,Non,2,
PN1106,Orchazid cy,,,Autre,Comprime,0,0,Non,0,
PN1107,Orchapred cy,,,Autre,Comprime,0,0,Non,1,
PN1108,Opticron cy,,,Autre,Comprime,0,0,Non,1,
PN1109,Opatanol cy,,,Autre,Comprime,0,0,Non,3,
PN1110,Optipred cy,,,Autre,Comprime,0,0,Non,0,
PN1111,Neomdexsol cy,,,Autre,Comprime,0,0,Non,6,
PN1112,Niclosamide cp,,,Autre,Comprime,0,0,Non,0,
PN1113,Ciprofloxacine cp,,,Autre,Comprime,0,0,Non,9,
PN1114,Amoxicilline entrance cp,,,Autre,Comprime,0,0,Non,0,
PN1115,Roipar grippe cp,,,Autre,Comprime,0,0,Non,13,
PN1116,Afine cp,,,Autre,Comprime,0,0,Non,103,
PN1117,Litacold cp,,,Autre,Comprime,0,0,Non,115,
PN1118,Rapidex cp,,,Autre,Comprime,0,0,Non,163,
PN1119,Paradik cp,,,Autre,Comprime,0,0,Non,0,
PN1120,kinal ibu cp,,,Autre,Comprime,0,0,Non,0,
PN1121,T-Afnac cp,,,Autre,Comprime,0,0,Non,3,
PN1122,Albela cp,,,Autre,Comprime,0,0,Non,7,
PN1123,Parafizz 500mg cp,,,Autre,Comprime,0,0,Non,123,
PN1124,Parafizz 1g cp,,,Autre,Comprime,0,0,Non,0,
PN1125,Genforte cp,,,Autre,Comprime,0,0,Non,6,
PN1126,Febrilex cp,,,Autre,Comprime,0,0,Non,45,
PN1127,B-vit fort cp,,,Autre,Comprime,0,0,Non,5,
PN1128,Maloxine cp,,,Autre,Comprime,0,0,Non,30,
PN1129,Vit B Denk cp,,,Autre,Comprime,0,0,Non,3,
PN1130,Dynapar 100mg cp,,,Autre,Comprime,0,0,Non,0,
PN1131,Mebendazole ibu 100mg cp,,,Autre,Comprime,0,0,Non,49,
PN1132,Claben cp,,,Autre,Comprime,0,0,Non,0,
PN1133,Nifenidi Denk cp,,,Autre,Comprime,0,0,Non,6,
PN1134,Captopril 25mg Denk B/100 cp,,,Autre,Comprime,0,0,Non,11,
PN1135,Diclo Denk 50mg cp,,,Autre,Comprime,0,0,Non,10,
PN1136,Diclo Denk 100mg cp,,,Autre,Comprime,0,0,Non,11,
PN1137,Furo Denk cp,,,Autre,Comprime,0,0,Non,0,
PN1138,Atenolol Denk cp,,,Autre,Comprime,0,0,Non,13,
PN1139,Amlo Denk cp,,,Autre,Comprime,0,0,Non,4,
PN1140,Metformine 850mg Denk B/120 cp,,,Autre,Comprime,0,0,Non,11,
PN1141,Fluxdol cp B/100,,,Autre,Comprime,0,0,Non,0,
PN1142,Glucart B/100 cp,,,Autre,Comprime,0,0,Non,12,
PN1143,Cipro 750mg Ibu cp,,,Autre,Comprime,0,0,Non,5,
PN1144,Oxacilline Ibu cp,,,Autre,Comprime,0,0,Non,9,
PN1145,Fene 400mg cp,,,Autre,Comprime,0,0,Non,115,
PN1146,Amoxicilline Sandoz 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN1147,Amoxicilline Ibu 500mg cp,,,Autre,Comprime,0,0,Non,20,
PN1148,Amoxicilline Creat 500mg cp,,,Autre,Comprime,0,0,Non,123,
PN1149,Ampicilline 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN1150,Gastricid cp,,,Autre,Comprime,0,0,Non,0,
PN1151,Hydroxyde d'Aluminium (PCG) cp,,,Autre,Comprime,0,0,Non,0,
PN1152,Metronidazole Ibu 250mg cp,,,Autre,Comprime,0,0,Non,27,
PN1153,Lyncomycine 500mg cp,,,Autre,Comprime,0,0,Non,23,
PN1154,Ery 500mg Creat cp,,,Autre,Comprime,0,0,Non,19,
PN1155,Furosemid Creat 40mg cp,,,Autre,Comprime,0,0,Non,19,
PN1156,Cotri 480mg Creat cp,,,Autre,Comprime,0,0,Non,11,
PN1157,Cotri 960mg Creat cp,,,Autre,Comprime,0,0,Non,10,
PN1158,Paracetamol Creat cp,,,Autre,Comprime,0,0,Non,114,
PN1159,Griseofluvine 250mg Creat cp,,,Autre,Comprime,0,0,Non,0,
PN1160,Griseofluvine 500mg Creat cp,,,Autre,Comprime,0,0,Non,0,
PN1161,Doxycilline 100mg Creat cp,,,Autre,Comprime,0,0,Non,26,
PN1162,Doxycilline 200mg Creat cp,,,Autre,Comprime,0,0,Non,10,
PN1163,Cimetidine Creat cp,,,Autre,Comprime,0,0,Non,12,
PN1164,Loperamid Creat cp,,,Autre,Comprime,0,0,Non,27,
PN1165,Metronidazole Creat 250mg cp,,,Autre,Comprime,0,0,Non,26,
PN1166,Metronidazole Creat 500mg cp,,,Autre,Comprime,0,0,Non,6,
PN1167,Dermofine 250mg cp,,,Autre,Comprime,0,0,Non,10,
PN1168,Griseopharn 125mg cp,,,Autre,Comprime,0,0,Non,8,
PN1169,Griseopharn 250mg cp,,,Autre,Comprime,0,0,Non,2,
PN1170,Griseopharn 500mg cp,,,Autre,Comprime,0,0,Non,10,
PN1171,Hydroxyde d'Aluminium Creat cp,,,Autre,Comprime,0,0,Non,0,
PN1172,Philco Ery 500mg cp,,,Autre,Comprime,0,0,Non,25,
PN1173,Philco Mepra 20mg cp,,,Autre,Comprime,0,0,Non,16,
PN1174,Philco Cloxa 500mg cp,,,Autre,Comprime,0,0,Non,57,
PN1175,Philco Cipro 500mg cp,,,Autre,Comprime,0,0,Non,6,
PN1176,Philco Albo 400mg cp,,,Autre,Comprime,0,0,Non,0,
PN1177,Philco Capto 25mg cp,,,Autre,Comprime,0,0,Non,44,
PN1178,Philco Max cp,,,Autre,Comprime,0,0,Non,38,
PN1179,Philco Ampi 500mg cp,,,Autre,Comprime,0,0,Non,83,
PN1180,Philco Amoxi 500mg cp,,,Autre,Comprime,0,0,Non,103,
PN1181,Philco Quinine 600mg cp,,,Autre,Comprime,0,0,Non,0,
PN1182,Philco Cimo cp,,,Autre,Comprime,0,0,Non,20,
PN1183,Philco Metro 250mg cp,,,Autre,Comprime,0,0,Non,138,
PN1184,Philco Para 500mg cp,,,Autre,Comprime,0,0,Non,144,
PN1185,Philco Diclo 50mg cp,,,Autre,Comprime,0,0,Non,88,
PN1186,Philco Ibu 400mg,,,Autre,Comprime,0,0,Non,133,
PN1187,Perfuseur,,,Autre,Comprime,0,0,Non,324,
PN1188,Seringue 10 cc,,,Autre,Comprime,0,0,Non,142,
PN1189,Seringue 5 cc,,,Autre,Comprime,0,0,Non,297,
PN1190,Epicranienne,,,Autre,Comprime,0,0,Non,312,
PN1191,Solvant,,,Autre,Comprime,0,0,Non,247,
PN1192,Test HCG,,,Autre,Comprime,0,0,Non,0,
PN1193,Calgin inj 500mg,,,Autre,Comprime,0,0,Non,49,
PN1194,Restriva 500mg inj,,,Autre,Comprime,0,0,Non,18,
PN1195,Vitamine C inj,,,Autre,Comprime,0,0,Non,424,
PN1196,Vitamine B complexe inj,,,Autre,Comprime,0,0,Non,333,
PN1197,Metoclocare 10mg inj,,,Autre,Comprime,0,0,Non,0,
PN1198,Serum ringer Lactate perf,,,Autre,Comprime,0,0,Non,9,
PN1199,Serum glucose perf,,,Autre,Comprime,0,0,Non,19,
PN1200,Serum salé perf,,,Autre,Comprime,0,0,Non,0,
PN1201,Apotel max perf,,,Autre,Comprime,0,0,Non,7,
PN1202,Wapar perf,,,Autre,Comprime,0,0,Non,0,
PN1203,Manitol perf,,,Autre,Comprime,0,0,Non,0,
PN1204,Gelofusine 80,,,Autre,Comprime,0,0,Non,1,
PN1205,Philco Cimo inj,,,Autre,Comprime,0,0,Non,86,
PN1206,Philco Bemza inj,,,Autre,Comprime,0,0,Non,0,
PN1207,Philco Quinine inj,,,Autre,Comprime,0,0,Non,67,
PN1208,Philco Dexa inj,,,Autre,Comprime,0,0,Non,143,
PN1209,Philco Genta inj,,,Autre,Comprime,0,0,Non,87,
PN1210,Philco Meta inj,,,Autre,Comprime,0,0,Non,178,
PN1211,Philco Kana inj,,,Autre,Comprime,0,0,Non,52,
PN1212,Philco Ampi inj,,,Autre,Comprime,0,0,Non,55,
PN1213,Ampigent 500 81 1000,,,Autre,Comprime,0,0,Non,0,
PN1214,Ibusark 600,,,Autre,Comprime,0,0,Non,0,
PN1242,Caplin ciptin cp 2500,,,Autre,Comprime,0,0,Non,0,
PN1243,Citrate de Betaine cp,,,Autre,Comprime,0,0,Non,0,
PN1244,Clom cp 50mg cp,,,Autre,Comprime,91000,70000,Non,0,
PN1245,Ery 500mg cp B/10,,,Autre,Comprime,72800,56000,Non,1,
PN1246,Efferalgan Codeine cp/eff,,,Autre,Comprime,48100,37000,Non,1,
PN1247,Exxib cp 200 mg,,,Autre,Comprime,63700,49000,Non,3,
PN1248,Fercetol cp,,,Autre,Comprime,52000,40000,Non,3,
PN1249,Flagyl 500mg cp B/14,,,Autre,Comprime,50700,39000,Non,3,
PN1250,Flucona dent 150 cp,,,Autre,Comprime,33800,26000,Non,1,
PN1251,Flucatol cp B/10,,,Autre,Comprime,57200,44000,Non,4,
PN1252,Fluocogen cp 500g cp,,,Autre,Comprime,37700,29000,Non,5,
PN1253,Clomigene 50 cp,,,Autre,Comprime,91000,70000,Non,2,
PN1254,Difrarel E 100 mg,,,Autre,Comprime,0,0,Non,0,
PN1255,Digoxine,,,Autre,Comprime,0,0,Non,0,
PN1256,Esopra 20,,,Autre,Comprime,0,0,Non,0,
PN1257,Esopra 40,,,Autre,Comprime,119600,92000,Non,2,
PN1258,Esomecra 40,,,Autre,Comprime,127400,98000,Non,1,
PN1259,Cotipred cp,,,Autre,Comprime,96200,74000,Non,3,
PN1260,Calgen D3 cp,,,Autre,Comprime,75400,58000,Non,4,
PN1261,Caprazol 20mg,,,Autre,Comprime,42900,33000,Non,1,
PN1262,Ciprocare 500 cp,,,Autre,Comprime,0,0,Non,0,
PN1263,Clomigene 50 cp,,,Autre,Comprime,91000,70000,Non,2,
PN1264,Clorifains cp,,,Autre,Comprime,26000,20000,Non,1,
PN1265,Cotipred 20mg cp,,,Autre,Comprime,0,0,Non,0,
PN1266,Défale 30mg,,,Autre,Comprime,180700,139000,Non,2,
PN1267,Défale 6mg cp,,,Autre,Comprime,87100,67000,Non,1,
PN1268,Bestatene cp,,,Autre,Comprime,72800,56000,Non,3,
PN1269,Diamicron 60 mg B/30,,,Autre,Comprime,299000,230000,Non,3,
PN1270,Diamicron 60 mg B/150,,,Autre,Comprime,105300,81000,Non,8,
PN1271,Diaryl Gel,,,Autre,Comprime,49400,38000,Non,2,
PN1272,Dolex 50 cp,,,Autre,Comprime,0,0,Non,0,
PN1273,Efferalgan Codeine sec,,,Autre,Comprime,42900,33000,Non,11,
PN1274,Esopra 40 mg,,,Autre,Comprime,124800,96000,Non,2,
PN1275,Escodyne Eff,,,Autre,Comprime,0,0,Non,0,
PN1276,Febstat 40 mg,,,Autre,Comprime,150800,116000,Non,1,
PN1277,Escodyne Cp,,,Autre,Comprime,58500,45000,Non,1,
PN1278,Fructines cp,,,Autre,Comprime,59800,46000,Non,3,
PN1279,Fluoxine 500,,,Autre,Comprime,0,0,Non,0,
PN1280,Fluoxine T,,,Autre,Comprime,61100,47000,Non,1,
PN1281,Fluoxine 750,,,Autre,Comprime,0,0,Non,0,
PN1282,Ery 500 B/20,,,Autre,Comprime,111800,86000,Non,1,
PN1283,Femigeston 300 mg,,,Autre,Comprime,167700,129000,Non,1,
PN1284,Flexpro extra,,,Autre,Comprime,75400,58000,Non,2,
PN1285,Clomilen 50 mg,,,Autre,Comprime,46800,36000,Non,1,
PN1286,Enteroscime 400 mg,,,Autre,Comprime,109200,84000,Non,3,
PN1287,Rovamycine 3 M.U.I cp,,,Autre,Comprime,85000,0,Non,3,
PN1288,"Rovamycine 1,5 M.U.I",,,Autre,Comprime,86500,0,Non,2,
PN1289,T-dol Rapid cp P B/10,,,Autre,Comprime,42000,0,Non,1,
PN1290,Tramadol DENK 50 mg,,,Autre,Comprime,0,0,Non,0,
PN1291,Verrex 400 mg cp,,,Autre,Comprime,21000,0,Non,7,
PN1292,Verzol 400 mg cp,,,Autre,Comprime,18000,0,Non,6,
PN1293,Voltarene 50 mg cp,,,Autre,Comprime,0,0,Non,0,
PN1294,Triafer cp,,,Autre,Comprime,29000,0,Non,4,
PN1295,Trabar 50 mg,,,Autre,Comprime,50000,0,Non,4,
PN1296,Tramagen 50 mg,,,Autre,Comprime,50000,0,Non,5,
PN1297,Tinilon cp,,,Autre,Comprime,93000,0,Non,1,
PN1298,Tributine cp,,,Autre,Comprime,66000,0,Non,1,
PN1299,Teli 40 mg,,,Autre,Comprime,107000,0,Non,1,
PN1300,Zanudol cp 50 mg,,,Autre,Comprime,51000,0,Non,3,
PN1301,Zerodol cp,,,Autre,Comprime,0,0,Non,0,
PN1302,Rabetoc cp,,,Autre,Comprime,0,0,Non,0,
PN1303,Roivit Vic C,,,Autre,Comprime,35000,0,Non,2,
PN1304,Roivit Ca + Vit C,,,Autre,Comprime,70000,0,Non,4,
PN1305,Roxyl 300,,,Autre,Comprime,88000,0,Non,1,
PN1306,Sanozol cp,,,Autre,Comprime,23000,0,Non,5,
PN1307,Saridon cp,,,Autre,Comprime,22000,0,Non,3,
PN1308,Silagra 50,,,Autre,Comprime,35000,0,Non,8,
PN1309,Silagra 100,,,Autre,Comprime,55000,0,Non,5,
PN1310,Spascol cp,,,Autre,Comprime,34000,0,Non,2,
PN1311,Solexim 200,,,Autre,Comprime,75000,0,Non,1,
PN1312,Super Calgin,,,Autre,Comprime,67000,0,Non,1,
PN1313,Tora 20,,,Autre,Comprime,0,0,Non,0,
PN1314,Tramagen 50 cp,,,Autre,Comprime,0,0,Non,0,
PN1315,Tinilon cp,,,Autre,Comprime,0,0,Non,0,
PN1316,Vascor 20 mg,,,Autre,Comprime,0,0,Non,0,
PN1317,Venosmil gel,,,Autre,Comprime,0,0,Non,0,
PN1318,Upradone cp,,,Autre,Comprime,185000,0,Non,1,
PN1319,Vikthro 500 mg,,,Autre,Comprime,70000,0,Non,1,
PN1320,Xykaa 1000 Eff,,,Autre,Comprime,40000,0,Non,2,
PN1321,Voltarene 75 mg,,,Autre,Comprime,108000,0,Non,3,
PN1322,Voltarene 100 mg,,,Autre,Comprime,0,0,Non,0,
PN1323,Welvit-Plus cp,,,Autre,Comprime,75000,0,Non,1,
PN1324,Zamudol LP 50,,,Autre,Comprime,51000,0,Non,3,
PN1325,Zyrtec 10 mg cp,,,Autre,Comprime,79000,0,Non,1,
PN1326,Rasgil HTZ 10/25,,,Autre,Comprime,107000,0,Non,1,
PN1327,Tora 40 mg,,,Autre,Comprime,81000,0,Non,1,
PN1328,Tora 80 mg,,,Autre,Comprime,113000,0,Non,2,
PN1329,Voltarene 50 mg,,,Autre,Comprime,92000,0,Non,3,
PN1330,Sulfobactin 500 mg,,,Autre,Comprime,115000,0,Non,1,
PN1331,Rhino Parol cp,,,Autre,Comprime,41000,0,Non,1,
PN1332,Amoxiclav DENK 1g Sh B/8,,,Autre,Comprime,81000,0,Non,3,
PN1333,Amoxiclav 1g DENK Sh B/12,,,Autre,Comprime,114000,0,Non,5,
PN1334,Efferalgan 250mg Sh,,,Autre,Comprime,23000,0,Non,1,
PN1335,Fortrans Sh,,,Autre,Comprime,78000,0,Non,1,
PN1336,SRO Zinc Sh,,,Autre,Comprime,0,0,Non,0,
PN1337,Smecta B/30 Sh,,,Autre,Comprime,75000,0,Non,1,
PN1338,Trebon 200 Sh,,,Autre,Comprime,26000,0,Non,1,
PN1339,Vitamax Cafe B/10 Sh,,,Autre,Comprime,30000,0,Non,22,
PN1340,Sargenor 1f Amp/Buv,,,Autre,Comprime,69000,0,Non,6,
PN1341,Rhumix Sh,,,Autre,Comprime,22000,0,Non,5,
PN1342,Doliprane 500 Sh,,,Autre,Comprime,21000,0,Non,2,
PN1343,Rinogripp SS,,,Autre,Comprime,0,0,Non,0,
PN1344,Saphir 1g B,,,Autre,Comprime,138000,0,Non,1,
PN1345,Smecta Fraise,,,Autre,Comprime,44000,0,Non,1,
PN1346,Soclav 1g B/16,,,Autre,Comprime,141000,0,Non,1,
PN1347,Soclav 500mg B/16,,,Autre,Comprime,114000,0,Non,1,
PN1348,Magnes Denk Sh,,,Autre,Comprime,107000,0,Non,1,
PN1349,Bactox 250 mg sp,,,Autre,Comprime,30000,0,Non,2,
PN1350,Amoxidel 250 sp,,,Autre,Comprime,32000,0,Non,17,
PN1351,Artefan sp 20/120,,,Autre,Comprime,23000,0,Non,2,
PN1352,Finanemi sp,,,Autre,Comprime,47000,0,Non,1,
PN1353,Helmintox 125 mg sp,,,Autre,Comprime,35000,0,Non,11,
PN1354,Intercef 100 cp,,,Autre,Comprime,81000,0,Non,1,
PN1355,Kinal Code�ne cp,,,Autre,Comprime,0,0,Non,0,
PN1356,Laroscorbine B/10 cp 1g,,,Autre,Comprime,0,0,Non,0,
PN1357,Laroscorbine B/30 cp 500mg,,,Autre,Comprime,50000,0,Non,1,
PN1358,Malacure 20/120 B/6,,,Autre,Comprime,12000,0,Non,2,
PN1359,Naturex pastille cp Gingembre,,,Autre,Comprime,42000,0,Non,1,
PN1360,Oziben 100mg cp B/6,,,Autre,Comprime,22000,0,Non,4,
PN1361,Oziben 500mg cp B/1,,,Autre,Comprime,21000,0,Non,7,
PN1362,panadex cp,,,Autre,Comprime,47000,0,Non,4,
PN1363,Princi B fort cp,,,Autre,Comprime,92000,0,Non,2,
PN1364,Profenid 50mg,,,Autre,Comprime,37000,0,Non,1,
PN1365,Neurogab 150,,,Autre,Comprime,0,0,Non,0,
PN1366,potenid 100mg,,,Autre,Comprime,68000,0,Non,1,
PN1367,plasmoar 20/120,,,Autre,Comprime,27000,0,Non,2,
PN1368,plasmoar 80/640 B1,,,Autre,Comprime,74000,0,Non,1,
PN1369,plasmoar 80/640 B6,,,Autre,Comprime,62000,0,Non,2,
PN1370,plasmoar 40/320,,,Autre,Comprime,41000,0,Non,1,
PN1371,cerulyse cy,,,Autre,Comprime,34000,0,Non,1,
PN1372,ofusidic cy,,,Autre,Comprime,58000,0,Non,2,
PN1373,Dynapar 500/50,,,Autre,Comprime,19000,0,Non,15,
PN1374,Cotri Ibu 480,,,Autre,Comprime,4000,0,Non,1,
PN1375,philco cotri 480 cp,,,Autre,Comprime,3000,0,Non,68,
PN1376,Ampicilline 500mg cp creat,,,Autre,Comprime,12000,0,Non,159,
PN1377,Griseofulvine 250mg Creat cp,,,Autre,Comprime,11000,0,Non,20,
PN1378,Griseofulvine 500mg Creat cp,,,Autre,Comprime,20000,0,Non,27,
PN1379,Philco Quinine 300mg cp,,,Autre,Comprime,12000,0,Non,64,
PN1380,Test HCG Bandelette ubitest,,,Autre,Comprime,7000,0,Non,90,
PN1381,Metoclopramid inj,,,Autre,Comprime,2000,0,Non,196,
PN1382,Serum sal� perf,,,Autre,Comprime,15000,0,Non,42,
PN1383,Ibuprofene Denk 400,,,Autre,Comprime,19000,0,Non,1,
PN1384,Philco Benza inj,,,Autre,Comprime,7000,0,Non,20,
PN1385,A-cerume unidose,,,Autre,Comprime,36000,0,Non,2,
PN1386,Dolol 500 Eff,,,Autre,Comprime,4000,0,Non,54,
PN1387,Carteol LP 1% cy,,,Autre,Comprime,124000,0,Non,1,
PN1388,Flixonase cy,,,Autre,Comprime,97000,0,Non,1,
PN1389,Fluca cy,,,Autre,Comprime,70000,0,Non,1,
PN1390,Ioprost cy,,,Autre,Comprime,226000,0,Non,1,
PN1391,Indocollyre cy,,,Autre,Comprime,57000,0,Non,14,
PN1392,Naso GH spray pedia,,,Autre,Comprime,16000,0,Non,1,
PN1393,Dacryoserum,,,Autre,Comprime,56000,0,Non,2,
PN1394,Rapidex enf spray,,,Autre,Comprime,20000,0,Non,3,
PN1395,Rapidex Ad spray,,,Autre,Comprime,20000,0,Non,1,
PN1396,Tobradex cy,,,Autre,Comprime,58000,0,Non,2,
PN1397,Fludol gelule 100,,,Autre,Comprime,10000,0,Non,63,
PN1398,Surdex cp,,,Autre,Comprime,15000,0,Non,17,
PN1399,Vitamine B complexe cp,,,Autre,Comprime,2000,0,Non,336,
PN1400,Philco Multivitamine cp,,,Autre,Comprime,17000,0,Non,2,
PN1401,Rhinicold cp,,,Autre,Comprime,6000,0,Non,7,
PN1402,Galocid 40 cp,,,Autre,Comprime,6000,0,Non,22,
PN1403,Tetracycline creat cp,,,Autre,Comprime,12000,0,Non,12,
PN1404,Philco nitro perf,,,Autre,Comprime,20000,0,Non,10,
PN1405,Philco cipro perf,,,Autre,Comprime,20000,0,Non,11,
PN1406,Philco Para perf,,,Autre,Comprime,30000,0,Non,4,
PN1407,Test HCG Cassette,,,Autre,Comprime,10000,0,Non,122,
PN1408,Paragin inj,,,Autre,Comprime,8000,0,Non,4,
PN1409,Litacold spray,,,Autre,Comprime,70000,0,Non,1,
PN1410,Gentasol,,,Autre,Comprime,20000,0,Non,12,
PN1411,Gastrozol cp 40mg,,,Autre,Comprime,84000,0,Non,4,
PN1412,GAGNERVE P.C.P,,,Autre,Comprime,18100,0,Non,1,
PN1413,Gastrokit cp,,,Autre,Comprime,221000,0,Non,2,
PN1414,Genes Vit plus,,,Autre,Comprime,74000,0,Non,1,
PN1415,Ginkor fort cp,,,Autre,Comprime,127000,0,Non,3,
PN1416,oligobs,,,Autre,Comprime,174000,0,Non,1,
PN1417,parol 500,,,Autre,Comprime,23000,0,Non,3,
PN1418,pepsol cp,,,Autre,Comprime,93000,0,Non,5,
PN1419,pedifen cp,,,Autre,Comprime,37000,0,Non,1,
PN1420,prostalen cp,,,Autre,Comprime,146000,0,Non,1,
PN1421,purgalax cp,,,Autre,Comprime,70000,0,Non,3,
PN1422,prover 400 mg cp,,,Autre,Comprime,11000,0,Non,3,
PN1423,piza DSR cp,,,Autre,Comprime,219000,0,Non,1,
PN1424,pylokit,,,Autre,Comprime,147000,0,Non,3,
PN1425,Glucophage 1000g,,,Autre,Comprime,59000,0,Non,1,
PN1426,Glide M 60/500,,,Autre,Comprime,231000,0,Non,1,
PN1427,Glide M 60/850,,,Autre,Comprime,243000,0,Non,1,
PN1428,Malaren 80/480 B16,,,Autre,Comprime,41000,0,Non,3,
PN1429,Malaren 20/120 B6,,,Autre,Comprime,21000,0,Non,6,
PN1430,Lumaterus B16,,,Autre,Comprime,47000,0,Non,3,
PN1431,Lumaria SP 80/480,,,Autre,Comprime,47000,0,Non,2,
PN1432,Levothyrox 25mg,,,Autre,Comprime,10000,0,Non,3,
PN1433,Levothyroxine 100mg,,,Autre,Comprime,27000,0,Non,2,
PN1434,Levothyrox 100 GH,,,Autre,Comprime,17000,0,Non,2,
PN1435,Lexomil cp,,,Autre,Comprime,82000,0,Non,3,
PN1436,Artehein inj B/6,,,Autre,Comprime,7000,0,Non,97,
PN1437,Diprostene inj,,,Autre,Comprime,79000,0,Non,10,
PN1438,dicaciline 1.2 inj,,,Autre,Comprime,23000,0,Non,5,
PN1439,Dicaciline 2.4 inj,,,Autre,Comprime,29000,0,Non,10,
PN1440,R-Lume inj 80 B/6,,,Autre,Comprime,9500,0,Non,32,
PN1441,Lidocaine 2% Ibu,,,Autre,Comprime,23000,0,Non,6,
PN1442,Aquanate 60mg,,,Autre,Comprime,28000,0,Non,10,
PN1443,Glycovance (Gomme),,,Autre,Comprime,0,0,Non,0,
PN1444,Kilcip forte,,,Autre,Comprime,0,0,Non,0,
PN1445,Inter-02,,,Autre,Comprime,77000,0,Non,2,
PN1446,La forte cp,,,Autre,Comprime,0,0,Non,0,
PN1447,Niglox cp,,,Autre,Comprime,116000,0,Non,2,
PN1448,Nobilil 15mg cp,,,Autre,Comprime,64000,0,Non,4,
PN1449,Nupenta DSR,,,Autre,Comprime,162000,0,Non,1,
PN1450,Nauselib cp,,,Autre,Comprime,0,0,Non,0,
PN1451,Naturex Miel,,,Autre,Comprime,41000,0,Non,1,
PN1452,Naturex Orange,,,Autre,Comprime,43000,0,Non,1,
PN1453,Neber 100g GH,,,Autre,Comprime,19000,0,Non,3,
PN1454,Conceptio Femme,,,Autre,Comprime,217000,0,Non,1,
PN1455,Conceptio Homme,,,Autre,Comprime,417000,0,Non,1,
PN1456,Comsior + 80/480,,,Autre,Comprime,41000,0,Non,2,
PN1457,Misolgan g,,,Autre,Comprime,21000,0,Non,6,
PN1458,Nauselib g,,,Autre,Comprime,57000,0,Non,3,
PN1459,Nofehil 500g,,,Autre,Comprime,11000,0,Non,5,
PN1460,Normix g,,,Autre,Comprime,88000,0,Non,4,
PN1461,NESTEFFER g,,,Autre,Comprime,28000,0,Non,1,
PN1462,Lofnac P g,,,Autre,Comprime,28000,0,Non,2,
PN1463,L-Cartinitine plus,,,Autre,Comprime,127000,0,Non,2,
PN1464,Ixime 200g,,,Autre,Comprime,63000,0,Non,2,
PN1465,Immunoflex N,,,Autre,Comprime,206000,0,Non,1,
PN1466,Lapzol g,,,Autre,Comprime,62000,0,Non,3,
PN1467,Lexodia g,,,Autre,Comprime,58000,0,Non,3,
PN1468,Laroxil 25g,,,Autre,Comprime,71000,0,Non,1,
PN1469,Nospa 80g,,,Autre,Comprime,0,0,Non,0,
PN1470,Quinex 300,,,Autre,Comprime,52000,0,Non,1,
PN1471,Dexeryl sol (Sodipharm),,,Autre,Comprime,64000,0,Non,2,
PN1472,Lactive sol,,,Autre,Comprime,52000,0,Non,1,
PN1473,Bronchodermine pde,,,Autre,Comprime,74000,0,Non,1,
PN1474,Diclowal spray,,,Autre,Comprime,0,0,Non,0,
PN1475,Dynapar 15ml spr,,,Autre,Comprime,52000,0,Non,3,
PN1476,Diprosone pde,,,Autre,Comprime,53000,0,Non,2,
PN1477,Diprosone cr,,,Autre,Comprime,0,0,Non,0,
PN1478,Litacold vapour,,,Autre,Comprime,33000,0,Non,1,
PN1479,L-Mesitran 15g pde,,,Autre,Comprime,42000,0,Non,1,
PN1480,Intimy gel lub,,,Autre,Comprime,74000,0,Non,3,
PN1481,Dynapar Qps 30ml,,,Autre,Comprime,104000,0,Non,3,
PN1482,Mycoster pdre,,,Autre,Comprime,68000,0,Non,2,
PN1483,Rocephin 1g inj IM,,,Autre,Comprime,0,0,Non,0,
PN1484,Levo test,,,Autre,Comprime,0,0,Non,0,
PN1485,Gants steril 7.5 8,,,Autre,Comprime,10000,0,Non,88,
PN1486,Elya Intime,,,Autre,Comprime,57000,0,Non,1,
PN1487,X-Gain,,,Autre,Comprime,100000,0,Non,3,
PN1488,Tramagen inj,,,Autre,Comprime,11000,0,Non,20,
PN1489,Procomil spray,,,Autre,Comprime,143000,0,Non,3,
PN1490,9-Vit inj,,,Autre,Comprime,30000,0,Non,2,
PN1491,Colpotrophine ov,,,Autre,Comprime,99000,0,Non,1,
PN1492,Nifluril enf sup,,,Autre,Comprime,29000,0,Non,2,
